,Unnamed: 0,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_client,energy_server,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe.1
115,9,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0011.jpg,True,True,0.38131844997406,0.3813185096,98.19105648994446,60.26110601425171,37.92995047569275,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.81,9.47,74%,0:59.53,0,0,0,0,146180,0,25,61839,71268,46107,0,4200,0,0,0,0,4096,0,not measured,not measured,877.541,934.55,773.003,16.768,15.917,9.01,16.309,12.78,5.932,14.698,12.042,20.305,14.94,13.388,96.695,30869.2079999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43699.197,0.675,0.591,18.332,4519.933,9935.243,9892.793,0.012,33763.942,31648999,31648478,49947,49956,31099282,31099273,31099265,31099273,0,0,549717,549205,0.3813185096,0.3813185096
116,10,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0012.jpg,True,True,0.4808675646781921,0.4808677435,102.20518851280212,64.08431673049927,38.120871782302856,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.57,9.42,69%,1:03.32,0,0,0,0,148260,0,3,62364,72081,46922,0,864,0,0,0,0,4096,0,not measured,not measured,841.777,927.03,737.768,16.708,14.987,8.64,13.688,12.958,5.767,14.964,11.985,20.032,14.58,12.791,96.869,34229.3729999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,47722.653,0.791,0.606,19.359,4506.039,10678.848,10635.991,0.012,37043.793,31648999,31648478,49947,49956,31099282,31099273,31099273,31099273,0,0,549717,549205,0.4808677435,0.4808677435
117,11,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0013.jpg,True,True,0.3662691116333008,0.3662689924,97.58089852333067,60.08425879478455,37.49663972854614,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.66,8.8,73%,0:59.42,0,0,0,0,146252,0,3,61851,71969,49661,0,856,0,0,0,0,4096,0,not measured,not measured,866.563,936.641,776.021,17.566,16.47,8.565,15.44,13.422,5.736,17.021,12.504,21.115,15.054,13.655,100.885,31128.5149999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43741.372,0.685,0.578,166.151,4502.083,9711.056,9669.388,0.013,34030.304,31648990,31648478,49956,49956,31099273,31099273,31099264,31099273,0,0,549717,549205,0.3662689924,0.3662689924
118,12,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0014.jpg,True,True,0.4218336343765259,0.4218335748,98.38191318511964,60.770671129226685,37.611242055892944,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.67,9.4,73%,1:00.07,0,0,0,0,146144,0,3,61852,72301,45792,0,856,0,0,0,0,4096,0,not measured,not measured,844.778,918.145,749.829,15.546,14.396,7.032,14.788,12.676,5.083,15.15,12.64,17.59,15.341,13.547,93.253,31748.0420000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,44282.85,0.705,0.531,80.4,4546.427,9729.996,9687.417,0.013,34552.844,31648990,31648478,49956,49956,31099273,31099273,31099264,31099273,0,0,549717,549205,0.4218335748,0.4218335748
119,13,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0015.jpg,True,True,0.3965254426002502,0.3965254426,94.92681550979614,59.94381046295166,34.98300504684448,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.71,9.69,74%,0:59.27,0,0,0,0,146212,0,3,61850,72643,47020,0,856,0,0,0,0,4096,0,not measured,not measured,843.179,922.009,737.566,16.16,14.466,8.261,16.09,12.705,7.215,14.56,12.42,21.469,15.407,12.123,91.636,31154.55,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43509.581,0.667,0.547,19.094,4521.222,9548.664,9506.65,0.012,33960.905,31648990,31648478,49956,49956,31099273,31099273,31099264,31099273,0,0,549717,549205,0.3965254426,0.3965254426
120,14,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0016.jpg,True,True,0.2554909586906433,0.2554909587,98.36237931251526,61.14287757873535,37.21950173377991,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.56,9.18,72%,1:00.48,0,0,0,0,147824,0,3,62274,72013,49007,0,856,0,0,0,0,4096,0,not measured,not measured,844.918,914.309,747.288,15.401,14.186,7.232,14.134,12.116,5.698,16.031,12.55,18.768,15.597,13.15,96.541,31431.7530000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,44756.374,0.664,0.596,18.248,4478.809,10517.238,10474.839,0.013,34239.125,31648990,31648478,49956,49956,31099273,31099273,31099265,31099273,0,0,549717,549205,0.2554909587,0.2554909587
121,15,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0017.jpg,True,True,0.4569505453109741,0.4569504857,97.97938990592957,59.873003005981445,38.10638689994812,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.65,9.12,74%,0:59.14,0,0,0,0,152344,0,3,63384,71777,48449,0,1136,0,0,0,0,4096,0,not measured,not measured,881.758,938.432,758.851,16.635,15.801,7.575,15.596,14.757,4.972,14.39,12.841,18.244,15.185,12.988,100.785,30988.709,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43464.753,0.562,0.501,19.789,4558.355,9582.706,9541.002,0.012,33882.036,31648990,31648478,49956,49956,31099273,31099273,31099265,31099273,0,0,549717,549205,0.4569504857,0.4569504857
122,16,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0018.jpg,False,True,0.595595121383667,0.5955951214,99.4442777633667,59.84140300750733,39.602874755859375,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.48,9.58,74%,0:59.10,0,0,0,0,148200,0,25,62347,72427,46485,0,3928,0,0,0,0,4096,0,not measured,not measured,846.428,919.387,768.152,19.343,16.49,8.037,13.946,12.313,5.569,17.137,12.531,18.252,15.83,14.127,92.216,30986.4259999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43309.136,0.775,0.609,26.16,4520.466,9484.148,9441.874,0.012,33824.977,31648990,31648478,49956,49956,31099273,31099273,31099264,31099273,0,0,549717,549205,0.5955951214,0.5955951214
123,17,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0019.jpg,True,True,0.549894243478775,0.5498941541,97.79450869560242,59.78028130531311,38.01422739028931,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.66,9.33,74%,0:59.11,0,0,0,0,150328,0,3,62874,72413,47246,0,864,0,0,0,0,4096,0,not measured,not measured,847.41,923.571,726.13,19.848,16.411,6.6,14.018,14.035,6.363,14.443,13.135,15.426,16.712,13.808,107.036,30967.9760000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43449.152,0.567,0.55,192.736,4497.991,9662.034,9620.298,0.014,33787.107,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.5498941541,0.5498941541
124,18,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0020.jpg,True,True,0.3520041108131408,0.3520041704,98.4382152557373,60.07671046257019,38.36150479316712,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.67,9.6,74%,0:59.37,0,0,0,0,148260,0,3,62360,72972,47534,0,1144,0,0,0,0,4096,0,not measured,not measured,855.299,912.4,747.899,19.635,16.419,7.438,14.706,12.489,6.174,15.08,13.071,15.666,15.491,13.487,98.313,31111.569,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43583.686,0.666,0.509,19.045,4512.9,9643.366,9601.343,0.012,33940.307,31648999,31648478,49947,49956,31099282,31099273,31099265,31099273,0,0,549717,549205,0.3520041704,0.3520041704
125,19,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0021.jpg,False,True,0.629218578338623,0.6292185187,100.2959372997284,60.28038048744202,40.01555681228638,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.74,9.35,74%,0:59.48,0,0,0,0,150336,0,3,62878,72476,46099,0,864,0,0,0,0,4096,0,not measured,not measured,850.988,915.195,762.675,19.329,16.246,7.468,14.398,12.907,5.084,13.655,13.011,16.437,17.452,13.033,98.241,30911.663,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43867.673,0.689,0.532,132.351,4533.142,10118.24,10076.609,0.013,33749.421,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.6292185187,0.6292185187
126,20,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0022.jpg,True,True,0.3625531792640686,0.3625531197,98.75195789337158,60.55063891410828,38.201318979263306,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.52,9.48,73%,0:59.88,0,0,0,0,146268,0,3,61851,71270,44956,0,856,0,0,0,0,4096,0,not measured,not measured,848.674,922.164,721.74,18.749,15.776,6.138,15.073,11.491,5.856,16.579,12.687,18.504,15.929,14.091,102.145,31102.1500000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,44237.048,0.704,0.598,156.895,4469.259,10325.762,10283.587,0.013,33911.243,31648990,31648478,49956,49956,31099273,31099273,31099264,31099273,0,0,549717,549205,0.3625531197,0.3625531197
127,21,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0023.jpg,False,True,0.6063694655895233,0.6063694954,95.90082335472108,60.47637629508972,35.42444705963135,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.64,9.09,73%,0:59.70,0,0,0,0,146264,0,3,61851,71998,49758,0,856,0,0,0,0,4096,0,not measured,not measured,864.251,923.692,771.944,18.535,15.883,6.023,15.745,12.972,5.954,14.378,12.36,16.761,17.482,13.219,100.626,31010.999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43986.058,0.826,0.544,24.4,4515.657,10099.565,10057.805,0.012,33886.48,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.6063694954,0.6063694954
128,22,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0024.jpg,True,True,0.4868102669715881,0.4868102074,98.39925694465636,61.17644643783569,37.22281050682068,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.19,9.16,71%,1:00.52,0,0,0,0,158500,0,3,64922,71711,47127,0,856,0,0,0,0,4096,0,not measured,not measured,858.36,924.825,768.878,19.305,15.757,6.851,15.35,13.624,5.806,16.134,12.537,16.81,17.42,13.149,99.243,30868.509,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,44735.551,0.757,0.58,291.907,4493.533,11005.065,10963.162,0.011,33730.476,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.4868102074,0.4868102074
129,23,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0025.jpg,True,True,0.3591839671134949,0.3591838479,93.25941944122314,60.06138563156128,33.198033809661865,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.8,9.29,74%,0:59.38,0,0,0,0,146156,0,3,61847,72545,48536,0,856,0,0,0,0,4096,0,not measured,not measured,846.276,923.681,751.598,20.93,15.504,5.707,16.594,12.734,5.646,17.732,12.17,17.4,17.75,12.97,100.984,30975.261,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43618.804,0.689,0.538,74.575,4524.038,9801.631,9759.532,0.013,33817.163,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.3591838479,0.3591838479
130,24,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0026.jpg,True,True,0.4816984534263611,0.4816983342,97.6879541873932,60.12756705284119,37.560387134552,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.5,9.37,73%,0:59.42,0,0,0,0,146200,0,25,61840,71948,45824,0,3920,0,0,0,0,4096,0,not measured,not measured,840.602,920.072,749.422,18.244,13.863,7.715,13.797,12.538,4.866,16.395,12.767,18.486,14.691,15.379,89.955,30962.189,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43736.762,0.68,0.601,86.193,4494.497,9969.022,9926.893,0.013,33767.73,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.4816983342,0.4816983342
131,25,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0027.jpg,True,True,0.4497826695442199,0.4497827888,98.09801197052002,59.996344566345215,38.101667404174805,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.67,9.6,74%,0:59.29,0,0,0,0,148224,0,3,62361,72635,45756,0,1136,0,0,0,0,4096,0,not measured,not measured,859.758,919.766,752.179,17.712,14.843,7.261,15.234,13.439,3.664,18.115,13.44,20.606,16.689,15.198,84.453,31118.0820000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43701.997,0.54,0.505,22.78,4484.446,9746.239,9704.001,0.012,33955.747,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.4497827888,0.4497827888
132,26,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0028.jpg,False,True,0.9910047808662056,0.991004765,99.8799331188202,59.71297764778137,40.16695547103882,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.65,9.67,75%,0:59.03,0,0,0,0,146088,0,3,61851,72828,46240,0,864,0,0,0,0,4096,0,not measured,not measured,844.777,924.016,758.08,18.202,14.693,6.55,13.72,12.315,3.993,17.685,13.208,20.876,16.56,13.478,87.128,31099.3370000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43308.566,0.648,0.52,21.134,4508.234,9380.608,9338.846,0.025,33927.947,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.991004765,0.991004765
133,27,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0029.jpg,True,True,0.3501704931259155,0.3501704931,99.03100562095642,60.65646505355835,38.37454056739807,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.76,9.44,73%,0:59.92,0,0,0,0,153940,0,25,63796,73151,46717,0,3928,0,0,0,0,4096,0,not measured,not measured,850.886,910.491,742.755,17.772,15.689,7.786,15.123,13.223,3.847,16.464,13.684,17.341,14.784,13.663,94.726,31055.2420000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,44147.213,0.736,0.593,33.896,4474.85,10281.904,10239.518,0.011,33865.298,31648999,31648478,49947,49956,31099282,31099273,31099273,31099273,0,0,549717,549205,0.3501704931,0.3501704931
134,28,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0030.jpg,True,True,0.4877636432647705,0.4877635241,93.47276544570924,60.0103120803833,33.46245336532593,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.65,9.66,74%,0:59.34,0,0,0,0,148356,0,3,62364,72964,47314,0,856,0,0,0,0,4096,0,not measured,not measured,861.786,924.914,755.072,19.703,16.556,7.582,15.066,13.702,4.233,14.87,12.403,16.375,14.843,12.357,96.805,30783.229,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43585.483,0.659,0.507,18.588,4474.997,9957.638,9915.314,0.012,33627.835,31648999,31648478,49947,49956,31099282,31099273,31099264,31099273,0,0,549717,549205,0.4877635241,0.4877635241
135,29,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0031.jpg,True,True,0.3968278169631958,0.396827817,96.28076791763306,59.71951913833618,36.56124877929688,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.42,9.55,74%,0:59.04,0,0,0,0,146204,0,3,61850,71387,45251,0,856,0,0,0,0,4096,0,not measured,not measured,847.242,920.669,751.047,16.92,15.881,7.005,15.645,14.03,4.397,18.37,12.873,19.926,16.027,12.893,96.674,30949.651,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43347.422,0.849,0.588,287.672,4471.535,9572.261,9530.179,0.012,33775.151,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.396827817,0.396827817
136,30,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0032.jpg,True,True,0.4977063536643982,0.4977062345,98.11998295783997,59.8409161567688,38.27906680107117,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.66,9.76,75%,0:59.16,0,0,0,0,150004,0,3,62787,72566,47151,0,856,0,0,0,0,4096,0,not measured,not measured,855.557,932.2,735.393,18.389,16.115,7.213,15.499,13.257,4.165,16.906,12.973,18.04,15.6,12.588,98.35,30889.104,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43406.228,0.832,0.563,46.191,4513.154,9686.696,9644.729,0.012,33719.519,31648999,31648478,49947,49956,31099282,31099273,31099273,31099273,0,0,549717,549205,0.4977062345,0.4977062345
137,31,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0033.jpg,True,True,0.5001079142093658,0.5001078844,98.9309310913086,60.53532266616821,38.39560842514038,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.46,9.51,73%,0:59.76,0,0,0,0,149980,0,3,62788,72097,48256,0,856,0,0,0,0,4096,0,not measured,not measured,856.396,916.303,746.919,20.292,17.109,6.786,14.405,13.905,4.117,15.052,13.152,15.747,15.108,12.578,89.208,30928.115,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,44266.437,0.562,0.502,40.495,4512.113,10514.821,10472.967,0.014,33751.604,31648990,31648478,49956,49956,31099273,31099273,31099264,31099273,0,0,549717,549205,0.5001078844,0.5001078844
138,32,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0034.jpg,False,True,0.9914824580773712,0.9914824367,94.2681314945221,60.25599813461304,34.01213335990906,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.85,9.34,74%,0:59.58,0,0,0,0,152008,0,3,63298,72596,45447,0,856,0,0,0,0,4096,0,not measured,not measured,849.009,928.51,792.74,18.896,15.954,6.705,15.773,12.96,5.026,15.723,13.304,16.223,15.676,13.162,106.275,30876.048,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43861.87,0.708,0.542,158.02,4471.78,10093.839,10052.011,0.013,33768.02,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.9914824367,0.9914824367
139,33,lfw/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,lfw/Alejandro_Toledo/Alejandro_Toledo_0035.jpg,True,True,0.481927752494812,0.4819277525,97.0437171459198,60.35358023643494,36.69013690948486,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.55,9.62,74%,0:59.69,0,0,0,0,146152,0,3,61847,72126,47850,0,856,0,0,0,0,4096,0,not measured,not measured,856.165,920.983,750.691,18.458,15.5,6.908,17.823,13.999,4.567,15.142,12.649,14.941,15.586,12.444,97.117,30824.8119999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43923.678,0.644,0.51,251.912,4484.834,10267.419,10225.553,0.013,33656.248,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.4819277525,0.4819277525
