,Unnamed: 0,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_client,energy_server,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe.1
72,4,lfw/Alastair_Campbell/Alastair_Campbell_0001.jpg,lfw/Jerry_Lewis/Jerry_Lewis_0001.jpg,False,False,0.7881000190973282,0.7881000042,85.7471821308136,56.0465395450592,29.700642585754395,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.65,9.8,73%,0:55.41,0,0,0,0,142376,0,0,60967,72310,46045,0,0,0,0,0,0,4096,0,not measured,not measured,853.561,917.751,755.496,19.867,16.185,4.931,14.264,13.382,5.623,16.329,12.478,19.389,16.121,13.809,97.2,30609.86,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42507.847,0.72,0.533,23.416,1656.718,9057.338,9015.455,0.012,33450.498,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.7881000042,0.7881000042
73,5,lfw/Alastair_Campbell/Alastair_Campbell_0001.jpg,lfw/Eliott_Spitzer/Eliott_Spitzer_0001.jpg,False,False,0.9527234584093094,0.9527234435,85.53972434997559,56.30874443054199,29.230979919433597,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",31.21,9.02,72%,0:55.68,0,0,0,0,145836,0,0,61862,70491,43673,0,0,0,0,0,0,4096,0,not measured,not measured,845.969,917.495,744.289,18.23,14.936,4.619,14.494,13.383,5.657,15.47,12.596,21.424,13.403,12.91,90.565,30544.0349999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42629.298,0.547,0.489,175.366,1672.363,9277.155,9234.92,0.011,33352.131,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,0.9527234435,0.9527234435
74,6,lfw/Alastair_Campbell/Alastair_Campbell_0001.jpg,lfw/William_Overlin/William_Overlin_0001.jpg,False,False,0.9749204386025668,0.9749204516,85.72051978111267,56.30595016479492,29.41456961631775,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.84,9.18,71%,0:55.67,0,0,0,0,147340,0,0,62236,71803,47443,0,0,0,0,0,0,4096,0,not measured,not measured,849.517,921.31,764.573,19.445,15.405,5.786,13.136,14.498,5.001,17.826,13.625,23.258,14.763,14.042,93.868,30677.2600000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42726.494,0.73,0.518,341.914,1668.193,9194.441,9152.734,0.012,33532.039,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.9749204516,0.9749204516
75,7,lfw/Alastair_Campbell/Alastair_Campbell_0001.jpg,lfw/Mario_Vasquez_Rana/Mario_Vasquez_Rana_0001.jpg,False,False,0.9747405871748924,0.9747405648,85.27616453170776,56.1041259765625,29.172038555145264,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.8,9.05,71%,0:55.42,0,0,0,0,143700,0,0,61340,71599,49901,0,752,0,0,0,0,4096,0,not measured,not measured,851.211,914.579,742.07,18.039,13.865,5.665,14.162,13.95,5.63,15.715,12.649,17.767,13.809,11.884,90.255,30749.1849999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42562.034,0.669,0.591,28.747,1675.224,9013.478,8971.596,0.014,33548.545,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.9747405648,0.9747405648
76,0,lfw/Albert_Costa/Albert_Costa_0001.jpg,lfw/Albert_Costa/Albert_Costa_0002.jpg,True,True,0.56778684258461,0.5677868724,85.7127001285553,56.12226366996765,29.590436458587646,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.87,9.27,72%,0:55.49,0,0,0,0,144008,0,0,61415,72108,44988,0,0,0,0,0,0,4096,0,not measured,not measured,851.992,923.24,744.622,19.09,15.38,5.455,13.929,12.33,5.226,16.152,13.696,21.194,13.965,13.43,93.204,30568.444,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42534.388,0.784,0.524,252.01,1686.63,9143.989,9101.313,0.013,33390.386,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.5677868724,0.5677868724
77,1,lfw/Albert_Costa/Albert_Costa_0001.jpg,lfw/Albert_Costa/Albert_Costa_0003.jpg,False,True,0.6499909460544586,0.6499910355,86.39127540588379,56.525742292404175,29.86553311347961,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",31.04,9.4,72%,0:55.88,0,0,0,0,144052,0,0,61416,72441,49152,0,0,0,0,0,0,4096,0,not measured,not measured,857.118,918.814,764.153,18.923,14.992,7.179,14.702,14.314,6.103,15.619,13.291,19.84,13.73,12.939,92.706,30754.5689999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42945.212,0.663,0.524,24.359,1682.079,9345.785,9303.258,0.012,33599.416,27761630,27761118,29220,29220,27211913,27211913,27211905,27211913,0,0,549717,549205,0.6499910355,0.6499910355
78,2,lfw/Albert_Costa/Albert_Costa_0001.jpg,lfw/Albert_Costa/Albert_Costa_0004.jpg,False,True,0.632848858833313,0.6328487992,86.03243017196655,55.93101739883423,30.101412773132324,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.95,9.31,72%,0:55.30,0,0,0,0,145768,0,0,61860,72944,45884,0,0,0,0,0,0,4096,0,not measured,not measured,847.195,917.182,740.702,19.876,15.819,4.896,16.003,13.967,5.833,14.879,12.35,17.852,13.709,12.556,94.938,30622.662,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42371.81,0.714,0.53,182.785,1675.813,8937.077,8895.021,0.012,33434.722,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.6328487992,0.6328487992
79,3,lfw/Albert_Costa/Albert_Costa_0001.jpg,lfw/Albert_Costa/Albert_Costa_0005.jpg,True,True,0.5539065301418304,0.5539065599,85.96782064437866,55.99381446838379,29.974006175994877,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.57,9.63,72%,0:55.34,0,0,0,0,143700,0,0,61336,71786,47724,0,0,0,0,0,0,4096,0,not measured,not measured,855.115,915.961,768.148,20.618,15.897,7.011,14.259,13.465,5.779,16.924,13.375,19.377,14.235,14.01,90.67,30701.4409999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42555.361,0.568,0.501,140.566,1666.683,9007.667,8966.095,0.013,33547.683,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.5539065599,0.5539065599
80,4,lfw/Albert_Costa/Albert_Costa_0001.jpg,lfw/Albert_Costa/Albert_Costa_0006.jpg,True,True,0.4693151712417602,0.4693154097,85.99774837493896,56.21912384033203,29.778624534606934,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.83,9.59,72%,0:55.57,0,0,0,0,145896,0,0,61865,72681,45720,0,0,0,0,0,0,4096,0,not measured,not measured,849.85,914.04,762.114,21.103,16.123,5.175,15.899,14.072,6.582,16.706,12.389,21.733,14.513,12.778,105.223,30578.3550000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42730.723,0.737,0.535,18.511,1670.673,9296.71,9254.721,0.013,33434.0,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.4693154097,0.4693154097
81,5,lfw/Albert_Costa/Albert_Costa_0001.jpg,lfw/Brian_Weaver/Brian_Weaver_0001.jpg,False,False,0.885990597307682,0.8859906197,86.1907410621643,56.18242073059082,30.008320331573486,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.86,9.56,72%,0:55.53,0,0,0,0,142276,0,0,60967,72057,47513,0,0,0,0,0,0,4096,0,not measured,not measured,849.933,925.346,752.629,22.936,15.228,5.368,14.225,13.828,6.916,16.537,13.027,20.803,15.049,12.628,91.842,30572.3,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42492.116,0.542,0.494,209.909,1676.451,9078.353,9036.494,0.013,33413.751,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,0.8859906197,0.8859906197
82,6,lfw/Albert_Costa/Albert_Costa_0001.jpg,lfw/Rick_Caruso/Rick_Caruso_0001.jpg,False,False,0.8226705342531204,0.8226705194,87.06859159469604,56.06163024902344,31.006961345672607,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.57,9.17,71%,0:55.43,0,0,0,0,144004,0,0,61412,70815,45641,0,0,0,0,0,0,4096,0,not measured,not measured,841.566,920.922,753.336,20.171,16.004,7.73,15.78,14.741,5.595,16.066,12.284,20.584,13.941,13.141,99.851,30561.6110000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42411.862,0.776,0.526,303.665,1663.225,9016.405,8974.13,0.012,33395.446,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.8226705194,0.8226705194
83,7,lfw/Albert_Costa/Albert_Costa_0001.jpg,lfw/Bill_Bradley/Bill_Bradley_0001.jpg,False,False,0.872299075126648,0.8722990155,85.27144312858582,55.97312140464783,29.29832172393799,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.72,9.67,73%,0:55.33,0,0,0,0,145768,0,0,61862,72056,46089,0,0,0,0,0,0,4096,0,not measured,not measured,849.236,925.893,751.596,21.745,17.09,5.253,14.849,14.443,5.753,15.271,12.864,17.519,13.126,12.756,87.056,30655.701,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42401.395,0.529,0.512,61.216,1680.539,8918.527,8876.926,0.012,33482.857,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.8722990155,0.8722990155
84,8,lfw/Albert_Costa/Albert_Costa_0001.jpg,lfw/Melinda_Czink/Melinda_Czink_0001.jpg,False,False,0.8201279193162918,0.8201279044,85.81604552268982,56.221457719802856,29.594587802886963,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.71,8.96,71%,0:55.59,0,0,0,0,145824,0,0,61862,72059,49624,0,0,0,0,0,0,4096,0,not measured,not measured,844.443,928.334,745.316,21.237,16.299,5.496,13.77,13.55,6.033,15.176,13.129,18.456,15.837,12.124,96.441,30651.8240000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42738.028,0.655,0.492,116.302,1678.808,9256.193,9214.486,0.012,33481.824,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.8201279044,0.8201279044
85,9,lfw/Albert_Costa/Albert_Costa_0001.jpg,lfw/Franco_Dragone/Franco_Dragone_0001.jpg,False,False,0.7980473041534424,0.7980473042,85.24791073799133,56.0239839553833,29.223926782608032,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.77,9.5,72%,0:55.38,0,0,0,0,145828,0,0,61865,72343,46406,0,0,0,0,0,0,4096,0,not measured,not measured,865.837,913.982,744.106,18.998,15.076,5.114,15.26,14.344,6.932,15.674,12.344,18.449,13.898,12.963,100.141,30588.7490000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42432.19,0.686,0.527,317.424,1689.919,9008.034,8965.435,0.013,33424.145,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.7980473042,0.7980473042
86,0,lfw/Alberto_Fujimori/Alberto_Fujimori_0001.jpg,lfw/Alberto_Fujimori/Alberto_Fujimori_0002.jpg,False,True,0.6459851264953613,0.6459851265,85.6141529083252,56.28087663650513,29.33327627182007,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.92,9.24,72%,0:55.63,0,0,0,0,149412,0,0,62761,71396,45271,0,0,0,0,0,0,4096,0,not measured,not measured,849.69,919.026,744.695,19.741,15.973,6.503,13.985,13.357,5.999,18.324,13.118,18.348,13.844,13.404,99.223,30455.7479999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42703.386,0.583,0.505,172.443,1676.446,9423.908,9382.248,0.014,33279.465,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,0.6459851265,0.6459851265
87,1,lfw/Alberto_Fujimori/Alberto_Fujimori_0001.jpg,lfw/Elizabeth_Pena/Elizabeth_Pena_0001.jpg,False,False,0.997909654630348,1.0,85.57253646850586,56.17159962654114,29.40093684196472,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",31.14,9.21,72%,0:55.51,0,0,0,0,145756,0,0,61861,72305,46896,0,752,0,0,0,0,4096,0,not measured,not measured,850.669,915.978,746.746,19.896,16.185,5.183,14.261,14.064,5.725,14.464,12.342,19.285,13.951,13.803,97.588,30635.0729999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42604.769,0.571,0.494,26.209,1672.35,9144.988,9103.028,0.012,33459.77,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.9979096055,1.0
88,0,lfw/Alberto_Ruiz_Gallardon/Alberto_Ruiz_Gallardon_0001.jpg,lfw/Alberto_Ruiz_Gallardon/Alberto_Ruiz_Gallardon_0002.jpg,False,True,0.5997199714183807,0.5997200012,85.98131728172302,56.42352533340454,29.55779194831848,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.78,8.93,71%,0:55.78,0,0,0,0,142216,0,0,60968,71361,48560,0,0,0,0,0,0,4096,0,not measured,not measured,853.203,908.597,760.301,19.217,14.649,6.856,14.741,12.711,6.354,18.61,13.976,22.381,13.217,13.7,94.616,30717.9380000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42843.71,0.662,0.525,131.149,1676.242,9288.619,9246.592,0.013,33555.08,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.5997200012,0.5997200012
89,1,lfw/Alberto_Ruiz_Gallardon/Alberto_Ruiz_Gallardon_0001.jpg,lfw/Robbie_Coltrane/Robbie_Coltrane_0001.jpg,False,False,0.956911712884903,0.9569117427,86.224862575531,56.28634595870972,29.93851661682129,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.95,9.42,72%,0:55.63,0,0,0,0,144044,0,0,61417,72767,49202,0,0,0,0,0,0,4096,0,not measured,not measured,852.86,924.039,756.933,19.25,14.742,4.394,14.111,13.052,6.828,15.267,12.284,19.37,14.782,13.629,88.884,30786.1459999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42602.319,0.838,0.555,231.109,1674.534,8987.765,8945.441,0.012,33614.541,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,0.9569117427,0.9569117427
90,0,lfw/Albrecht_Mentz/Albrecht_Mentz_0001.jpg,lfw/Albrecht_Mentz/Albrecht_Mentz_0002.jpg,False,True,0.903475396335125,0.9034753442,86.09018325805664,55.954840898513794,30.135342359542847,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.82,8.68,71%,0:55.32,0,0,0,0,142244,0,0,60969,70888,47082,0,0,0,0,0,0,4096,0,not measured,not measured,870.037,938.866,788.96,20.003,15.37,6.761,16.253,14.454,5.07,16.603,13.431,23.115,14.629,13.091,96.062,30434.1910000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42280.574,0.829,0.541,456.337,1669.947,8930.473,8888.629,0.012,33350.09,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.9034753442,0.9034753442
91,1,lfw/Albrecht_Mentz/Albrecht_Mentz_0001.jpg,lfw/Lennox_Lewis/Lennox_Lewis_0001.jpg,False,False,1.124044694006443,1.124044776,85.63120412826538,55.80567741394043,29.82552671432495,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.78,9.43,72%,0:55.16,0,0,0,0,145848,0,0,61861,70138,45096,0,0,0,0,0,0,4096,0,not measured,not measured,856.623,920.978,759.175,19.353,14.16,5.367,13.016,14.075,5.717,14.165,12.196,19.904,14.395,13.535,87.927,30486.312,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42284.537,0.727,0.526,26.415,1655.108,8964.751,8922.668,0.012,33319.776,27761630,27761118,29220,29220,27211913,27211913,27211905,27211913,0,0,549717,549205,1.124044776,1.124044776
92,0,lfw/Aldo_Paredes/Aldo_Paredes_0001.jpg,lfw/Aldo_Paredes/Aldo_Paredes_0002.jpg,False,True,0.6134145259857178,0.6134146452,86.18014097213745,56.14777326583862,30.032367706298828,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.91,8.94,71%,0:55.51,0,0,0,0,147320,0,0,62235,71394,48202,0,0,0,0,0,0,4096,0,not measured,not measured,850.251,924.365,779.403,19.052,15.557,5.737,14.515,13.871,6.82,14.577,13.079,19.841,14.262,13.55,90.155,30551.081,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42588.289,0.65,0.528,28.581,1672.565,9178.961,9136.738,0.013,33409.317,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,0.6134146452,0.6134146452
93,1,lfw/Aldo_Paredes/Aldo_Paredes_0001.jpg,lfw/Woody_Allen/Woody_Allen_0004.jpg,False,False,0.9124997407197952,0.9124997258,85.7806921005249,55.947124004364014,29.83356809616089,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.78,8.96,71%,0:55.30,0,0,0,0,144044,0,0,61417,71822,48863,0,0,0,0,0,0,4096,0,not measured,not measured,869.235,940.466,774.064,18.645,15.101,5.557,16.098,12.707,6.526,14.669,13.09,17.973,13.872,13.415,91.197,30630.459,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42405.412,0.657,0.54,21.83,1688.164,8893.404,8850.924,0.012,33511.997,27761630,27761118,29220,29220,27211913,27211913,27211905,27211913,0,0,549717,549205,0.9124997258,0.9124997258
94,0,lfw/Alec_Baldwin/Alec_Baldwin_0001.jpg,lfw/Alec_Baldwin/Alec_Baldwin_0002.jpg,False,True,0.6072894036769867,0.6072893143,87.33769726753235,56.114595890045166,31.223101377487183,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.45,9.6,72%,0:55.47,0,0,0,0,144072,0,0,61417,72400,46540,0,0,0,0,0,0,4096,0,not measured,not measured,851.14,920.074,753.215,17.892,15.161,5.184,15.342,14.315,4.918,15.176,13.261,20.848,13.938,14.313,98.653,30643.052,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42458.471,0.839,0.538,372.588,1645.749,8984.974,8942.196,0.012,33473.485,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.6072893143,0.6072893143
95,1,lfw/Alec_Baldwin/Alec_Baldwin_0001.jpg,lfw/Alec_Baldwin/Alec_Baldwin_0003.jpg,False,True,0.6390371024608612,0.6390371919,85.62725687026978,56.07856631278992,29.54869055747986,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.85,9.36,72%,0:55.44,0,0,0,0,145828,0,0,61864,72165,46450,0,0,0,0,0,0,4096,0,not measured,not measured,844.876,929.812,736.456,18.389,14.968,5.415,14.55,13.572,5.736,17.439,12.981,19.227,15.027,12.195,89.988,30611.8869999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42614.297,0.724,0.544,105.341,1678.663,9196.606,9154.529,0.012,33417.679,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.6390371919,0.6390371919
96,2,lfw/Alec_Baldwin/Alec_Baldwin_0001.jpg,lfw/Alec_Baldwin/Alec_Baldwin_0004.jpg,True,True,0.5425187349319458,0.5425185561,85.85012149810791,56.22479796409607,29.62532353401184,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.93,9.37,72%,0:55.57,0,0,0,0,147640,0,0,62312,71752,46234,0,0,0,0,0,0,4096,0,not measured,not measured,835.482,923.136,744.887,19.525,14.779,7.595,15.037,12.707,4.809,14.478,11.933,20.397,14.633,13.547,96.922,30650.574,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42661.853,0.792,0.535,23.764,1686.643,9197.341,9155.139,0.011,33464.5,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.5425185561,0.5425185561
