,computed_result,actual_result,model,metric,time,model_correct
630,False,True,OpenFace,cosine,0.14,False
631,False,True,OpenFace,euclidean,0.13,False
632,True,True,DeepFace,cosine,0.21,True
633,True,True,DeepFace,euclidean,0.21,True
634,True,True,ArcFace,cosine,0.23,True
635,True,True,ArcFace,euclidean,0.25,True
636,True,True,Dlib,cosine,0.12,True
637,True,True,Dlib,euclidean,0.17,True
638,True,True,SFace,cosine,0.1,True
639,True,True,SFace,euclidean,0.06,True
640,True,False,VGG-Face,cosine,0.61,False
641,True,False,VGG-Face,euclidean,0.5,False
642,False,False,Facenet,cosine,0.18,True
643,False,False,Facenet,euclidean,0.18,True
644,False,False,Facenet512,cosine,0.18,True
645,False,False,Facenet512,euclidean,0.21,True
646,False,False,OpenFace,cosine,0.13,True
647,False,False,OpenFace,euclidean,0.13,True
648,False,False,DeepFace,cosine,0.22,True
649,True,False,DeepFace,euclidean,0.23,False
650,False,False,ArcFace,cosine,0.27,True
651,False,False,ArcFace,euclidean,0.24,True
652,False,False,Dlib,cosine,0.12,True
653,False,False,Dlib,euclidean,0.22,True
654,False,False,SFace,cosine,0.11,True
655,False,False,SFace,euclidean,0.1,True
656,False,False,VGG-Face,cosine,0.66,True
657,False,False,VGG-Face,euclidean,0.59,True
658,False,False,Facenet,cosine,0.22,True
659,False,False,Facenet,euclidean,0.21,True
660,False,False,Facenet512,cosine,0.24,True
661,False,False,Facenet512,euclidean,0.19,True
662,False,False,OpenFace,cosine,0.15,True
663,False,False,OpenFace,euclidean,0.13,True
664,False,False,DeepFace,cosine,0.23,True
665,False,False,DeepFace,euclidean,0.25,True
666,False,False,ArcFace,cosine,0.32,True
667,False,False,ArcFace,euclidean,0.38,True
668,False,False,Dlib,cosine,0.21,True
669,False,False,Dlib,euclidean,0.32,True
670,False,False,SFace,cosine,0.14,True
671,False,False,SFace,euclidean,0.09,True
672,False,False,VGG-Face,cosine,0.66,True
673,True,False,VGG-Face,euclidean,0.67,False
674,False,False,Facenet,cosine,0.23,True
675,False,False,Facenet,euclidean,0.2,True
676,False,False,Facenet512,cosine,0.34,True
677,False,False,Facenet512,euclidean,0.19,True
678,False,False,OpenFace,cosine,0.15,True
679,False,False,OpenFace,euclidean,0.15,True
680,False,False,DeepFace,cosine,0.21,True
681,True,False,DeepFace,euclidean,0.21,False
682,False,False,ArcFace,cosine,0.24,True
683,False,False,ArcFace,euclidean,0.25,True
684,False,False,Dlib,cosine,0.12,True
685,False,False,Dlib,euclidean,0.17,True
686,False,False,SFace,cosine,0.11,True
687,False,False,SFace,euclidean,0.07,True
688,False,False,VGG-Face,cosine,0.47,True
689,True,False,VGG-Face,euclidean,0.46,False
690,False,False,Facenet,cosine,0.18,True
691,False,False,Facenet,euclidean,0.18,True
692,False,False,Facenet512,cosine,0.18,True
693,False,False,Facenet512,euclidean,0.19,True
694,False,False,OpenFace,cosine,0.14,True
695,False,False,OpenFace,euclidean,0.15,True
696,False,False,DeepFace,cosine,0.23,True
697,True,False,DeepFace,euclidean,0.22,False
698,False,False,ArcFace,cosine,0.26,True
699,False,False,ArcFace,euclidean,0.26,True
700,False,False,Dlib,cosine,0.13,True
701,False,False,Dlib,euclidean,0.2,True
702,False,False,SFace,cosine,0.11,True
703,False,False,SFace,euclidean,0.08,True
704,False,False,VGG-Face,cosine,0.49,True
705,False,False,VGG-Face,euclidean,0.46,True
706,False,False,Facenet,cosine,0.17,True
707,False,False,Facenet,euclidean,0.18,True
708,False,False,Facenet512,cosine,0.2,True
709,False,False,Facenet512,euclidean,0.26,True
710,False,False,OpenFace,cosine,0.14,True
711,False,False,OpenFace,euclidean,0.14,True
712,False,False,DeepFace,cosine,0.21,True
713,True,False,DeepFace,euclidean,0.22,False
714,False,False,ArcFace,cosine,0.25,True
715,False,False,ArcFace,euclidean,0.26,True
716,False,False,Dlib,cosine,0.12,True
717,False,False,Dlib,euclidean,0.35,True
718,False,False,SFace,cosine,0.12,True
719,False,False,SFace,euclidean,0.08,True
720,False,False,VGG-Face,cosine,0.49,True
721,True,False,VGG-Face,euclidean,0.48,False
722,False,False,Facenet,cosine,0.17,True
723,False,False,Facenet,euclidean,0.18,True
724,False,False,Facenet512,cosine,0.17,True
725,False,False,Facenet512,euclidean,0.17,True
726,False,False,OpenFace,cosine,0.13,True
727,False,False,OpenFace,euclidean,0.13,True
728,False,False,DeepFace,cosine,0.2,True
729,False,False,DeepFace,euclidean,0.2,True
730,False,False,ArcFace,cosine,0.23,True
731,False,False,ArcFace,euclidean,0.24,True
732,False,False,Dlib,cosine,0.11,True
733,False,False,Dlib,euclidean,0.14,True
734,False,False,SFace,cosine,0.12,True
735,False,False,SFace,euclidean,0.06,True
736,False,False,VGG-Face,cosine,0.45,True
737,False,False,VGG-Face,euclidean,0.49,True
738,False,False,Facenet,cosine,0.17,True
739,False,False,Facenet,euclidean,0.2,True
740,False,False,Facenet512,cosine,0.17,True
741,False,False,Facenet512,euclidean,0.17,True
742,False,False,OpenFace,cosine,0.16,True
743,False,False,OpenFace,euclidean,0.16,True
744,False,False,DeepFace,cosine,0.36,True
745,False,False,DeepFace,euclidean,0.25,True
746,False,False,ArcFace,cosine,0.24,True
747,False,False,ArcFace,euclidean,0.27,True
748,False,False,Dlib,cosine,0.12,True
749,False,False,Dlib,euclidean,0.25,True
750,False,False,SFace,cosine,0.12,True
751,False,False,SFace,euclidean,0.07,True
752,False,False,VGG-Face,cosine,0.48,True
753,False,False,VGG-Face,euclidean,0.48,True
754,False,False,Facenet,cosine,0.2,True
755,False,False,Facenet,euclidean,0.19,True
756,False,False,Facenet512,cosine,0.18,True
757,False,False,Facenet512,euclidean,0.2,True
758,False,False,OpenFace,cosine,0.14,True
759,False,False,OpenFace,euclidean,0.14,True
760,False,False,DeepFace,cosine,0.23,True
761,True,False,DeepFace,euclidean,0.22,False
762,False,False,ArcFace,cosine,0.24,True
763,False,False,ArcFace,euclidean,0.3,True
764,False,False,Dlib,cosine,0.11,True
765,False,False,Dlib,euclidean,0.31,True
766,False,False,SFace,cosine,0.14,True
767,False,False,SFace,euclidean,0.09,True
768,False,False,VGG-Face,cosine,0.63,True
769,False,False,VGG-Face,euclidean,0.47,True
770,False,False,Facenet,cosine,0.28,True
771,False,False,Facenet,euclidean,0.24,True
772,False,False,Facenet512,cosine,0.22,True
773,False,False,Facenet512,euclidean,0.23,True
774,False,False,OpenFace,cosine,0.25,True
775,False,False,OpenFace,euclidean,0.18,True
776,False,False,DeepFace,cosine,0.26,True
777,False,False,DeepFace,euclidean,0.39,True
778,False,False,ArcFace,cosine,0.51,True
779,False,False,ArcFace,euclidean,0.6,True
780,False,False,Dlib,cosine,0.17,True
781,False,False,Dlib,euclidean,0.5,True
782,False,False,SFace,cosine,0.17,True
783,False,False,SFace,euclidean,0.11,True
784,True,False,VGG-Face,cosine,0.87,False
785,True,False,VGG-Face,euclidean,0.87,False
786,False,False,Facenet,cosine,0.32,True
787,False,False,Facenet,euclidean,0.29,True
788,False,False,Facenet512,cosine,0.27,True
789,False,False,Facenet512,euclidean,0.28,True
790,False,False,OpenFace,cosine,0.2,True
791,False,False,OpenFace,euclidean,0.28,True
792,False,False,DeepFace,cosine,0.43,True
793,True,False,DeepFace,euclidean,0.37,False
794,False,False,ArcFace,cosine,0.52,True
795,False,False,ArcFace,euclidean,0.32,True
796,False,False,Dlib,cosine,0.11,True
797,False,False,Dlib,euclidean,0.19,True
798,False,False,SFace,cosine,0.1,True
799,False,False,SFace,euclidean,0.07,True
800,False,False,VGG-Face,cosine,0.51,True
801,False,False,VGG-Face,euclidean,0.52,True
802,False,False,Facenet,cosine,0.2,True
803,False,False,Facenet,euclidean,0.18,True
804,False,False,Facenet512,cosine,0.18,True
805,False,False,Facenet512,euclidean,0.19,True
806,False,False,OpenFace,cosine,0.15,True
807,False,False,OpenFace,euclidean,0.14,True
808,False,False,DeepFace,cosine,0.21,True
809,False,False,DeepFace,euclidean,0.21,True
810,False,False,ArcFace,cosine,0.24,True
811,False,False,ArcFace,euclidean,0.37,True
812,False,False,Dlib,cosine,0.21,True
813,False,False,Dlib,euclidean,0.33,True
814,False,False,SFace,cosine,0.15,True
815,False,False,SFace,euclidean,0.12,True
816,False,False,VGG-Face,cosine,0.69,True
817,True,False,VGG-Face,euclidean,0.67,False
818,False,False,Facenet,cosine,0.24,True
819,False,False,Facenet,euclidean,0.26,True
820,False,False,Facenet512,cosine,0.21,True
821,False,False,Facenet512,euclidean,0.35,True
822,False,False,OpenFace,cosine,0.24,True
823,False,False,OpenFace,euclidean,0.18,True
824,False,False,DeepFace,cosine,0.27,True
825,True,False,DeepFace,euclidean,0.27,False
826,False,False,ArcFace,cosine,0.28,True
827,False,False,ArcFace,euclidean,0.25,True
828,False,False,Dlib,cosine,0.12,True
829,False,False,Dlib,euclidean,0.21,True
830,False,False,SFace,cosine,0.11,True
831,False,False,SFace,euclidean,0.06,True
832,False,False,VGG-Face,cosine,0.51,True
833,False,False,VGG-Face,euclidean,0.49,True
834,False,False,Facenet,cosine,0.2,True
835,False,False,Facenet,euclidean,0.19,True
836,False,False,Facenet512,cosine,0.2,True
837,False,False,Facenet512,euclidean,0.18,True
838,False,False,OpenFace,cosine,0.13,True
839,False,False,OpenFace,euclidean,0.15,True
840,False,False,DeepFace,cosine,0.23,True
841,False,False,DeepFace,euclidean,0.21,True
842,False,False,ArcFace,cosine,0.23,True
843,False,False,ArcFace,euclidean,0.26,True
844,False,False,Dlib,cosine,0.11,True
845,False,False,Dlib,euclidean,0.3,True
846,False,False,SFace,cosine,0.14,True
847,False,False,SFace,euclidean,0.08,True
848,False,False,VGG-Face,cosine,0.94,True
849,False,False,VGG-Face,euclidean,0.97,True
850,False,False,Facenet,cosine,0.31,True
851,False,False,Facenet,euclidean,0.26,True
852,False,False,Facenet512,cosine,0.25,True
853,False,False,Facenet512,euclidean,0.27,True
854,False,False,OpenFace,cosine,0.2,True
855,False,False,OpenFace,euclidean,0.19,True
856,False,False,DeepFace,cosine,0.29,True
857,True,False,DeepFace,euclidean,0.3,False
858,False,False,ArcFace,cosine,0.35,True
859,False,False,ArcFace,euclidean,0.32,True
860,False,False,Dlib,cosine,0.2,True
861,False,False,Dlib,euclidean,0.24,True
862,False,False,SFace,cosine,0.13,True
863,False,False,SFace,euclidean,0.08,True
864,True,False,VGG-Face,cosine,0.64,False
865,True,False,VGG-Face,euclidean,0.62,False
866,False,False,Facenet,cosine,0.24,True
867,False,False,Facenet,euclidean,0.23,True
868,False,False,Facenet512,cosine,0.24,True
869,False,False,Facenet512,euclidean,0.24,True
870,False,False,OpenFace,cosine,0.18,True
871,False,False,OpenFace,euclidean,0.19,True
872,False,False,DeepFace,cosine,0.29,True
873,True,False,DeepFace,euclidean,0.28,False
874,False,False,ArcFace,cosine,0.35,True
875,False,False,ArcFace,euclidean,0.34,True
876,False,False,Dlib,cosine,0.22,True
877,True,False,Dlib,euclidean,0.28,False
878,False,False,SFace,cosine,0.13,True
879,False,False,SFace,euclidean,0.1,True
880,False,False,VGG-Face,cosine,0.65,True
881,False,False,VGG-Face,euclidean,0.62,True
882,False,False,Facenet,cosine,0.24,True
883,False,False,Facenet,euclidean,0.25,True
884,False,False,Facenet512,cosine,0.25,True
885,False,False,Facenet512,euclidean,0.25,True
886,False,False,OpenFace,cosine,0.2,True
887,False,False,OpenFace,euclidean,0.18,True
888,False,False,DeepFace,cosine,0.3,True
889,False,False,DeepFace,euclidean,0.3,True
890,False,False,ArcFace,cosine,0.35,True
891,False,False,ArcFace,euclidean,0.34,True
892,False,False,Dlib,cosine,0.31,True
893,False,False,Dlib,euclidean,0.2,True
894,False,False,SFace,cosine,0.14,True
895,False,False,SFace,euclidean,0.09,True
896,False,False,VGG-Face,cosine,0.64,True
897,False,False,VGG-Face,euclidean,0.65,True
898,False,False,Facenet,cosine,0.25,True
899,False,False,Facenet,euclidean,0.23,True
900,False,False,Facenet512,cosine,0.24,True
901,False,False,Facenet512,euclidean,0.25,True
902,False,False,OpenFace,cosine,0.27,True
903,False,False,OpenFace,euclidean,0.3,True
904,False,False,DeepFace,cosine,0.42,True
905,False,False,DeepFace,euclidean,0.43,True
906,False,False,ArcFace,cosine,0.35,True
907,False,False,ArcFace,euclidean,0.44,True
908,False,False,Dlib,cosine,0.38,True
909,False,False,Dlib,euclidean,0.56,True
910,False,False,SFace,cosine,0.14,True
911,False,False,SFace,euclidean,0.09,True
912,False,False,VGG-Face,cosine,0.92,True
913,True,False,VGG-Face,euclidean,1.09,False
914,False,False,Facenet,cosine,0.38,True
915,False,False,Facenet,euclidean,0.43,True
916,False,False,Facenet512,cosine,0.32,True
917,False,False,Facenet512,euclidean,0.33,True
918,False,False,OpenFace,cosine,0.23,True
919,False,False,OpenFace,euclidean,0.28,True
920,False,False,DeepFace,cosine,0.4,True
921,True,False,DeepFace,euclidean,0.4,False
922,False,False,ArcFace,cosine,0.44,True
923,False,False,ArcFace,euclidean,0.91,True
924,False,False,Dlib,cosine,0.28,True
925,False,False,Dlib,euclidean,0.29,True
926,False,False,SFace,cosine,0.16,True
927,False,False,SFace,euclidean,0.1,True
928,True,True,VGG-Face,cosine,0.84,True
929,True,True,VGG-Face,euclidean,0.73,True
930,False,True,Facenet,cosine,0.33,False
931,False,True,Facenet,euclidean,0.35,False
932,False,True,Facenet512,cosine,0.36,False
933,False,True,Facenet512,euclidean,0.24,False
934,False,True,OpenFace,cosine,0.19,False
935,False,True,OpenFace,euclidean,0.3,False
936,False,True,DeepFace,cosine,0.41,False
937,False,True,DeepFace,euclidean,0.42,False
938,False,True,ArcFace,cosine,0.37,False
939,False,True,ArcFace,euclidean,0.47,False
940,False,True,Dlib,cosine,0.36,False
941,False,True,Dlib,euclidean,0.55,False
942,False,True,SFace,cosine,0.16,False
943,False,True,SFace,euclidean,0.11,False
944,True,True,VGG-Face,cosine,0.84,True
945,True,True,VGG-Face,euclidean,0.94,True
946,False,True,Facenet,cosine,0.37,False
947,False,True,Facenet,euclidean,0.34,False
948,False,True,Facenet512,cosine,0.29,False
949,False,True,Facenet512,euclidean,0.35,False
950,False,True,OpenFace,cosine,0.21,False
951,False,True,OpenFace,euclidean,0.23,False
952,False,True,DeepFace,cosine,0.33,False
953,False,True,DeepFace,euclidean,0.27,False
954,False,True,ArcFace,cosine,0.4,False
955,False,True,ArcFace,euclidean,0.37,False
956,False,True,Dlib,cosine,0.33,False
957,False,True,Dlib,euclidean,0.21,False
958,False,True,SFace,cosine,0.13,False
959,False,True,SFace,euclidean,0.09,False
960,True,False,VGG-Face,cosine,0.71,False
961,False,False,VGG-Face,euclidean,0.74,True
962,False,False,Facenet,cosine,0.18,True
963,False,False,Facenet,euclidean,0.21,True
964,False,False,Facenet512,cosine,0.22,True
965,False,False,Facenet512,euclidean,0.18,True
966,False,False,OpenFace,cosine,0.14,True
967,False,False,OpenFace,euclidean,0.14,True
968,False,False,DeepFace,cosine,0.22,True
969,False,False,DeepFace,euclidean,0.34,True
970,False,False,ArcFace,cosine,0.27,True
971,False,False,ArcFace,euclidean,0.31,True
972,False,False,Dlib,cosine,0.17,True
973,False,False,Dlib,euclidean,0.17,True
974,False,False,SFace,cosine,0.13,True
975,False,False,SFace,euclidean,0.07,True
976,False,False,VGG-Face,cosine,0.51,True
977,False,False,VGG-Face,euclidean,0.91,True
978,False,False,Facenet,cosine,0.46,True
979,False,False,Facenet,euclidean,0.54,True
980,False,False,Facenet512,cosine,0.49,True
981,False,False,Facenet512,euclidean,0.41,True
982,False,False,OpenFace,cosine,0.19,True
983,False,False,OpenFace,euclidean,0.21,True
984,False,False,DeepFace,cosine,0.26,True
985,False,False,DeepFace,euclidean,0.23,True
986,False,False,ArcFace,cosine,0.36,True
987,False,False,ArcFace,euclidean,0.3,True
988,False,False,Dlib,cosine,0.24,True
989,False,False,Dlib,euclidean,0.3,True
990,False,False,SFace,cosine,0.11,True
991,True,False,SFace,euclidean,0.08,False
992,True,True,VGG-Face,cosine,0.6,True
993,True,True,VGG-Face,euclidean,0.52,True
994,True,True,Facenet,cosine,0.18,True
995,False,True,Facenet,euclidean,0.25,False
996,False,True,Facenet512,cosine,0.27,False
997,True,True,Facenet512,euclidean,0.22,True
998,False,True,OpenFace,cosine,0.15,False
999,False,True,OpenFace,euclidean,0.14,False
1000,False,True,DeepFace,cosine,0.28,False
1001,True,True,DeepFace,euclidean,0.27,True
1002,True,True,ArcFace,cosine,0.31,True
1003,True,True,ArcFace,euclidean,0.25,True
1004,True,True,Dlib,cosine,0.17,True
1005,True,True,Dlib,euclidean,0.2,True
1006,True,True,SFace,cosine,0.15,True
1007,True,True,SFace,euclidean,0.08,True
1008,False,False,VGG-Face,cosine,0.51,True
1009,True,False,VGG-Face,euclidean,0.48,False
1010,False,False,Facenet,cosine,0.2,True
1011,False,False,Facenet,euclidean,0.21,True
1012,False,False,Facenet512,cosine,0.22,True
1013,False,False,Facenet512,euclidean,0.19,True
1014,False,False,OpenFace,cosine,0.14,True
1015,False,False,OpenFace,euclidean,0.14,True
1016,False,False,DeepFace,cosine,0.22,True
1017,True,False,DeepFace,euclidean,0.22,False
1018,False,False,ArcFace,cosine,0.32,True
1019,False,False,ArcFace,euclidean,0.29,True
1020,False,False,Dlib,cosine,0.12,True
1021,False,False,Dlib,euclidean,0.16,True
1022,False,False,SFace,cosine,0.12,True
1023,False,False,SFace,euclidean,0.08,True
1024,True,True,VGG-Face,cosine,0.53,True
1025,True,True,VGG-Face,euclidean,0.51,True
1026,False,True,Facenet,cosine,0.22,False
1027,False,True,Facenet,euclidean,0.18,False
1028,True,True,Facenet512,cosine,0.19,True
1029,True,True,Facenet512,euclidean,0.22,True
1030,False,True,OpenFace,cosine,0.17,False
1031,False,True,OpenFace,euclidean,0.14,False
1032,False,True,DeepFace,cosine,0.22,False
1033,True,True,DeepFace,euclidean,0.3,True
1034,True,True,ArcFace,cosine,0.39,True
1035,False,True,ArcFace,euclidean,0.33,False
1036,True,True,Dlib,cosine,0.18,True
1037,True,True,Dlib,euclidean,0.24,True
1038,True,True,SFace,cosine,0.12,True
1039,True,True,SFace,euclidean,0.09,True
1040,True,True,VGG-Face,cosine,0.51,True
1041,True,True,VGG-Face,euclidean,0.5,True
1042,True,True,Facenet,cosine,0.22,True
1043,True,True,Facenet,euclidean,0.21,True
1044,True,True,Facenet512,cosine,0.22,True
1045,True,True,Facenet512,euclidean,0.18,True
1046,False,True,OpenFace,cosine,0.16,False
1047,False,True,OpenFace,euclidean,0.15,False
1048,False,True,DeepFace,cosine,0.25,False
1049,True,True,DeepFace,euclidean,0.21,True
1050,True,True,ArcFace,cosine,0.27,True
1051,False,True,ArcFace,euclidean,0.25,False
1052,True,True,Dlib,cosine,0.13,True
1053,True,True,Dlib,euclidean,0.18,True
1054,True,True,SFace,cosine,0.12,True
1055,True,True,SFace,euclidean,0.08,True
1056,True,True,VGG-Face,cosine,0.48,True
1057,True,True,VGG-Face,euclidean,0.47,True
1058,False,True,Facenet,cosine,0.19,False
1059,False,True,Facenet,euclidean,0.2,False
1060,False,True,Facenet512,cosine,0.18,False
1061,True,True,Facenet512,euclidean,0.24,True
1062,False,True,OpenFace,cosine,0.18,False
1063,False,True,OpenFace,euclidean,0.16,False
1064,False,True,DeepFace,cosine,0.22,False
1065,True,True,DeepFace,euclidean,0.27,True
1066,True,True,ArcFace,cosine,0.28,True
1067,True,True,ArcFace,euclidean,0.29,True
1068,True,True,Dlib,cosine,0.15,True
1069,True,True,Dlib,euclidean,0.21,True
1070,True,True,SFace,cosine,0.14,True
1071,True,True,SFace,euclidean,0.1,True
1072,False,False,VGG-Face,cosine,0.53,True
1073,False,False,VGG-Face,euclidean,0.51,True
1074,False,False,Facenet,cosine,0.17,True
1075,False,False,Facenet,euclidean,0.18,True
1076,False,False,Facenet512,cosine,0.19,True
1077,False,False,Facenet512,euclidean,0.2,True
1078,False,False,OpenFace,cosine,0.14,True
1079,False,False,OpenFace,euclidean,0.16,True
1080,False,False,DeepFace,cosine,0.32,True
1081,False,False,DeepFace,euclidean,0.21,True
1082,False,False,ArcFace,cosine,0.25,True
1083,False,False,ArcFace,euclidean,0.24,True
1084,False,False,Dlib,cosine,0.12,True
1085,False,False,Dlib,euclidean,0.22,True
1086,False,False,SFace,cosine,0.13,True
1087,False,False,SFace,euclidean,0.07,True
1088,True,False,VGG-Face,cosine,0.46,False
1089,True,False,VGG-Face,euclidean,0.48,False
1090,False,False,Facenet,cosine,0.18,True
1091,False,False,Facenet,euclidean,0.17,True
1092,False,False,Facenet512,cosine,0.18,True
1093,False,False,Facenet512,euclidean,0.18,True
1094,False,False,OpenFace,cosine,0.19,True
1095,False,False,OpenFace,euclidean,0.19,True
1096,False,False,DeepFace,cosine,0.23,True
1097,False,False,DeepFace,euclidean,0.24,True
1098,False,False,ArcFace,cosine,0.3,True
1099,False,False,ArcFace,euclidean,0.25,True
1100,False,False,Dlib,cosine,0.15,True
1101,False,False,Dlib,euclidean,0.23,True
1102,False,False,SFace,cosine,0.13,True
1103,False,False,SFace,euclidean,0.09,True
1104,True,False,VGG-Face,cosine,0.6,False
1105,True,False,VGG-Face,euclidean,0.49,False
1106,False,False,Facenet,cosine,0.31,True
1107,False,False,Facenet,euclidean,0.27,True
1108,False,False,Facenet512,cosine,0.22,True
1109,False,False,Facenet512,euclidean,0.23,True
1110,False,False,OpenFace,cosine,0.2,True
1111,False,False,OpenFace,euclidean,0.24,True
1112,False,False,DeepFace,cosine,0.32,True
1113,True,False,DeepFace,euclidean,0.29,False
1114,False,False,ArcFace,cosine,0.32,True
1115,False,False,ArcFace,euclidean,0.34,True
1116,False,False,Dlib,cosine,0.2,True
1117,False,False,Dlib,euclidean,0.27,True
1118,False,False,SFace,cosine,0.13,True
1119,False,False,SFace,euclidean,0.09,True
1120,False,True,VGG-Face,cosine,1.35,False
1121,True,True,VGG-Face,euclidean,1.37,True
1122,False,True,Facenet,cosine,0.44,False
1123,True,True,Facenet,euclidean,0.41,True
1124,False,True,Facenet512,cosine,0.38,False
1125,True,True,Facenet512,euclidean,0.32,True
1126,False,True,OpenFace,cosine,0.24,False
1127,False,True,OpenFace,euclidean,0.23,False
1128,False,True,DeepFace,cosine,0.43,False
1129,False,True,DeepFace,euclidean,0.37,False
1130,True,True,ArcFace,cosine,0.5,True
1131,False,True,ArcFace,euclidean,0.67,False
1132,False,True,Dlib,cosine,0.29,False
1133,False,True,Dlib,euclidean,0.34,False
1134,True,True,SFace,cosine,0.15,True
1135,True,True,SFace,euclidean,0.09,True
1136,True,True,VGG-Face,cosine,0.96,True
1137,True,True,VGG-Face,euclidean,0.98,True
1138,True,True,Facenet,cosine,0.35,True
1139,False,True,Facenet,euclidean,0.36,False
1140,False,True,Facenet512,cosine,0.48,False
1141,True,True,Facenet512,euclidean,0.32,True
1142,False,True,OpenFace,cosine,0.23,False
1143,False,True,OpenFace,euclidean,0.23,False
1144,False,True,DeepFace,cosine,0.46,False
1145,True,True,DeepFace,euclidean,0.45,True
1146,True,True,ArcFace,cosine,0.44,True
1147,True,True,ArcFace,euclidean,0.45,True
1148,False,True,Dlib,cosine,0.21,False
1149,True,True,Dlib,euclidean,0.24,True
1150,True,True,SFace,cosine,0.15,True
1151,True,True,SFace,euclidean,0.09,True
1152,False,False,VGG-Face,cosine,1.05,True
1153,True,False,VGG-Face,euclidean,1.08,False
1154,False,False,Facenet,cosine,0.39,True
1155,False,False,Facenet,euclidean,0.32,True
1156,False,False,Facenet512,cosine,0.4,True
1157,False,False,Facenet512,euclidean,0.39,True
1158,False,False,OpenFace,cosine,0.37,True
1159,False,False,OpenFace,euclidean,0.25,True
1160,False,False,DeepFace,cosine,0.59,True
1161,False,False,DeepFace,euclidean,0.45,True
1162,False,False,ArcFace,cosine,0.5,True
1163,False,False,ArcFace,euclidean,0.51,True
1164,False,False,Dlib,cosine,0.24,True
1165,False,False,Dlib,euclidean,0.29,True
1166,False,False,SFace,cosine,0.19,True
1167,False,False,SFace,euclidean,0.15,True
1168,False,False,VGG-Face,cosine,0.98,True
1169,True,False,VGG-Face,euclidean,1.01,False
1170,False,False,Facenet,cosine,0.32,True
1171,True,False,Facenet,euclidean,0.38,False
1172,False,False,Facenet512,cosine,0.32,True
1173,False,False,Facenet512,euclidean,0.35,True
1174,False,False,OpenFace,cosine,0.24,True
1175,False,False,OpenFace,euclidean,0.23,True
1176,False,False,DeepFace,cosine,0.4,True
1177,False,False,DeepFace,euclidean,0.4,True
1178,True,False,ArcFace,cosine,0.64,False
1179,False,False,ArcFace,euclidean,0.5,True
1180,False,False,Dlib,cosine,0.21,True
1181,False,False,Dlib,euclidean,0.28,True
1182,False,False,SFace,cosine,0.15,True
1183,False,False,SFace,euclidean,0.09,True
1184,True,True,VGG-Face,cosine,0.53,True
1185,True,True,VGG-Face,euclidean,0.47,True
1186,False,True,Facenet,cosine,0.28,False
1187,False,True,Facenet,euclidean,0.25,False
1188,False,True,Facenet512,cosine,0.27,False
1189,True,True,Facenet512,euclidean,0.19,True
1190,False,True,OpenFace,cosine,0.14,False
1191,False,True,OpenFace,euclidean,0.15,False
1192,True,True,DeepFace,cosine,0.29,True
1193,True,True,DeepFace,euclidean,0.29,True
1194,True,True,ArcFace,cosine,0.33,True
1195,True,True,ArcFace,euclidean,0.3,True
1196,True,True,Dlib,cosine,0.13,True
1197,True,True,Dlib,euclidean,0.31,True
1198,True,True,SFace,cosine,0.14,True
1199,True,True,SFace,euclidean,0.09,True
1200,True,True,VGG-Face,cosine,0.58,True
1201,True,True,VGG-Face,euclidean,0.51,True
1202,True,True,Facenet,cosine,0.21,True
1203,False,True,Facenet,euclidean,0.29,False
1204,True,True,Facenet512,cosine,0.27,True
1205,True,True,Facenet512,euclidean,0.22,True
1206,False,True,OpenFace,cosine,0.15,False
1207,False,True,OpenFace,euclidean,0.15,False
1208,True,True,DeepFace,cosine,0.24,True
1209,True,True,DeepFace,euclidean,0.24,True
1210,True,True,ArcFace,cosine,0.28,True
1211,True,True,ArcFace,euclidean,0.28,True
1212,True,True,Dlib,cosine,0.15,True
1213,True,True,Dlib,euclidean,0.21,True
1214,True,True,SFace,cosine,0.14,True
1215,True,True,SFace,euclidean,0.14,True
1216,True,True,VGG-Face,cosine,0.61,True
1217,True,True,VGG-Face,euclidean,0.48,True
1218,False,True,Facenet,cosine,0.21,False
1219,False,True,Facenet,euclidean,0.26,False
1220,False,True,Facenet512,cosine,0.22,False
1221,True,True,Facenet512,euclidean,0.18,True
1222,False,True,OpenFace,cosine,0.22,False
1223,False,True,OpenFace,euclidean,0.15,False
1224,False,True,DeepFace,cosine,0.23,False
1225,False,True,DeepFace,euclidean,0.3,False
1226,False,True,ArcFace,cosine,0.25,False
1227,False,True,ArcFace,euclidean,0.24,False
1228,False,True,Dlib,cosine,0.13,False
1229,True,True,Dlib,euclidean,0.4,True
1230,True,True,SFace,cosine,0.14,True
1231,False,True,SFace,euclidean,0.12,False
1232,False,False,VGG-Face,cosine,0.57,True
1233,True,False,VGG-Face,euclidean,0.47,False
1234,False,False,Facenet,cosine,0.2,True
1235,False,False,Facenet,euclidean,0.26,True
1236,False,False,Facenet512,cosine,0.25,True
1237,False,False,Facenet512,euclidean,0.18,True
1238,False,False,OpenFace,cosine,0.15,True
1239,False,False,OpenFace,euclidean,0.15,True
1240,False,False,DeepFace,cosine,0.22,True
1241,False,False,DeepFace,euclidean,0.22,True
1242,False,False,ArcFace,cosine,0.25,True
1243,False,False,ArcFace,euclidean,0.28,True
1244,False,False,Dlib,cosine,0.2,True
1245,False,False,Dlib,euclidean,0.34,True
1246,False,False,SFace,cosine,0.14,True
1247,False,False,SFace,euclidean,0.08,True
1248,False,False,VGG-Face,cosine,0.54,True
1249,True,False,VGG-Face,euclidean,0.53,False
