,computed_result,actual_result,model,metric,model_correct
1902,False,True,SFace,cosine,False
1903,False,True,SFace,euclidean,False
1904,False,False,VGG-Face,cosine,True
1905,False,False,VGG-Face,euclidean,True
1906,False,False,Facenet,cosine,True
1907,False,False,Facenet,euclidean,True
1908,False,False,Facenet512,cosine,True
1909,False,False,Facenet512,euclidean,True
1910,False,False,OpenFace,cosine,True
1911,False,False,OpenFace,euclidean,True
1912,False,False,DeepFace,cosine,True
1913,False,False,DeepFace,euclidean,True
1914,False,False,ArcFace,cosine,True
1915,False,False,ArcFace,euclidean,True
1916,False,False,Dlib,cosine,True
1917,False,False,Dlib,euclidean,True
1918,False,False,SFace,cosine,True
1919,False,False,SFace,euclidean,True
1920,True,True,VGG-Face,cosine,True
1921,True,True,VGG-Face,euclidean,True
1922,True,True,Facenet,cosine,True
1923,False,True,Facenet,euclidean,False
1924,False,True,Facenet512,cosine,False
1925,True,True,Facenet512,euclidean,True
1926,False,True,OpenFace,cosine,False
1927,False,True,OpenFace,euclidean,False
1928,False,True,DeepFace,cosine,False
1929,True,True,DeepFace,euclidean,True
1930,True,True,ArcFace,cosine,True
1931,True,True,ArcFace,euclidean,True
1932,True,True,Dlib,cosine,True
1933,True,True,Dlib,euclidean,True
1934,True,True,SFace,cosine,True
1935,True,True,SFace,euclidean,True
1936,True,True,VGG-Face,cosine,True
1937,True,True,VGG-Face,euclidean,True
1938,True,True,Facenet,cosine,True
1939,False,True,Facenet,euclidean,False
1940,False,True,Facenet512,cosine,False
1941,True,True,Facenet512,euclidean,True
1942,False,True,OpenFace,cosine,False
1943,False,True,OpenFace,euclidean,False
1944,False,True,DeepFace,cosine,False
1945,True,True,DeepFace,euclidean,True
1946,True,True,ArcFace,cosine,True
1947,True,True,ArcFace,euclidean,True
1948,True,True,Dlib,cosine,True
1949,True,True,Dlib,euclidean,True
1950,True,True,SFace,cosine,True
1951,True,True,SFace,euclidean,True
1952,True,True,VGG-Face,cosine,True
1953,True,True,VGG-Face,euclidean,True
1954,True,True,Facenet,cosine,True
1955,True,True,Facenet,euclidean,True
1956,True,True,Facenet512,cosine,True
1957,True,True,Facenet512,euclidean,True
1958,False,True,OpenFace,cosine,False
1959,False,True,OpenFace,euclidean,False
1960,True,True,DeepFace,cosine,True
1961,True,True,DeepFace,euclidean,True
1962,True,True,ArcFace,cosine,True
1963,True,True,ArcFace,euclidean,True
1964,True,True,Dlib,cosine,True
1965,True,True,Dlib,euclidean,True
1966,True,True,SFace,cosine,True
1967,True,True,SFace,euclidean,True
1968,True,True,VGG-Face,cosine,True
1969,True,True,VGG-Face,euclidean,True
1970,True,True,Facenet,cosine,True
1971,True,True,Facenet,euclidean,True
1972,True,True,Facenet512,cosine,True
1973,True,True,Facenet512,euclidean,True
1974,False,True,OpenFace,cosine,False
1975,False,True,OpenFace,euclidean,False
1976,False,True,DeepFace,cosine,False
1977,True,True,DeepFace,euclidean,True
1978,True,True,ArcFace,cosine,True
1979,True,True,ArcFace,euclidean,True
1980,True,True,Dlib,cosine,True
1981,True,True,Dlib,euclidean,True
1982,True,True,SFace,cosine,True
1983,True,True,SFace,euclidean,True
1984,False,False,VGG-Face,cosine,True
1985,True,False,VGG-Face,euclidean,False
1986,False,False,Facenet,cosine,True
1987,False,False,Facenet,euclidean,True
1988,False,False,Facenet512,cosine,True
1989,False,False,Facenet512,euclidean,True
1990,False,False,OpenFace,cosine,True
1991,False,False,OpenFace,euclidean,True
1992,False,False,DeepFace,cosine,True
1993,True,False,DeepFace,euclidean,False
1994,False,False,ArcFace,cosine,True
1995,False,False,ArcFace,euclidean,True
1996,False,False,Dlib,cosine,True
1997,False,False,Dlib,euclidean,True
1998,False,False,SFace,cosine,True
1999,False,False,SFace,euclidean,True
2000,False,False,VGG-Face,cosine,True
2001,True,False,VGG-Face,euclidean,False
2002,False,False,Facenet,cosine,True
2003,False,False,Facenet,euclidean,True
2004,False,False,Facenet512,cosine,True
2005,False,False,Facenet512,euclidean,True
2006,False,False,OpenFace,cosine,True
2007,False,False,OpenFace,euclidean,True
2008,True,False,DeepFace,cosine,False
2009,True,False,DeepFace,euclidean,False
2010,False,False,ArcFace,cosine,True
2011,False,False,ArcFace,euclidean,True
2012,False,False,Dlib,cosine,True
2013,False,False,Dlib,euclidean,True
2014,False,False,SFace,cosine,True
2015,False,False,SFace,euclidean,True
2016,False,False,VGG-Face,cosine,True
2017,True,False,VGG-Face,euclidean,False
2018,False,False,Facenet,cosine,True
2019,False,False,Facenet,euclidean,True
2020,False,False,Facenet512,cosine,True
2021,False,False,Facenet512,euclidean,True
2022,False,False,OpenFace,cosine,True
2023,False,False,OpenFace,euclidean,True
2024,False,False,DeepFace,cosine,True
2025,True,False,DeepFace,euclidean,False
2026,False,False,ArcFace,cosine,True
2027,False,False,ArcFace,euclidean,True
2028,False,False,Dlib,cosine,True
2029,False,False,Dlib,euclidean,True
2030,False,False,SFace,cosine,True
2031,False,False,SFace,euclidean,True
2032,False,False,VGG-Face,cosine,True
2033,False,False,VGG-Face,euclidean,True
2034,False,False,Facenet,cosine,True
2035,False,False,Facenet,euclidean,True
2036,False,False,Facenet512,cosine,True
2037,False,False,Facenet512,euclidean,True
2038,False,False,OpenFace,cosine,True
2039,False,False,OpenFace,euclidean,True
2040,False,False,DeepFace,cosine,True
2041,False,False,DeepFace,euclidean,True
2042,False,False,ArcFace,cosine,True
2043,False,False,ArcFace,euclidean,True
2044,False,False,Dlib,cosine,True
2045,False,False,Dlib,euclidean,True
2046,False,False,SFace,cosine,True
2047,False,False,SFace,euclidean,True
2048,True,True,VGG-Face,cosine,True
2049,True,True,VGG-Face,euclidean,True
2050,True,True,Facenet,cosine,True
2051,True,True,Facenet,euclidean,True
2052,True,True,Facenet512,cosine,True
2053,True,True,Facenet512,euclidean,True
2054,False,True,OpenFace,cosine,False
2055,False,True,OpenFace,euclidean,False
2056,False,True,DeepFace,cosine,False
2057,True,True,DeepFace,euclidean,True
2058,True,True,ArcFace,cosine,True
2059,False,True,ArcFace,euclidean,False
2060,True,True,Dlib,cosine,True
2061,True,True,Dlib,euclidean,True
2062,True,True,SFace,cosine,True
2063,True,True,SFace,euclidean,True
2064,False,False,VGG-Face,cosine,True
2065,False,False,VGG-Face,euclidean,True
2066,False,False,Facenet,cosine,True
2067,False,False,Facenet,euclidean,True
2068,False,False,Facenet512,cosine,True
2069,False,False,Facenet512,euclidean,True
2070,False,False,OpenFace,cosine,True
2071,False,False,OpenFace,euclidean,True
2072,False,False,DeepFace,cosine,True
2073,False,False,DeepFace,euclidean,True
2074,False,False,ArcFace,cosine,True
2075,False,False,ArcFace,euclidean,True
2076,False,False,Dlib,cosine,True
2077,True,False,Dlib,euclidean,False
2078,False,False,SFace,cosine,True
2079,False,False,SFace,euclidean,True
2080,True,True,VGG-Face,cosine,True
2081,True,True,VGG-Face,euclidean,True
2082,True,True,Facenet,cosine,True
2083,True,True,Facenet,euclidean,True
2084,True,True,Facenet512,cosine,True
2085,True,True,Facenet512,euclidean,True
2086,False,True,OpenFace,cosine,False
2087,False,True,OpenFace,euclidean,False
2088,False,True,DeepFace,cosine,False
2089,True,True,DeepFace,euclidean,True
2090,True,True,ArcFace,cosine,True
2091,True,True,ArcFace,euclidean,True
2092,True,True,Dlib,cosine,True
2093,True,True,Dlib,euclidean,True
2094,True,True,SFace,cosine,True
2095,True,True,SFace,euclidean,True
2096,True,True,VGG-Face,cosine,True
2097,True,True,VGG-Face,euclidean,True
2098,True,True,Facenet,cosine,True
2099,True,True,Facenet,euclidean,True
2100,True,True,Facenet512,cosine,True
2101,True,True,Facenet512,euclidean,True
2102,False,True,OpenFace,cosine,False
2103,False,True,OpenFace,euclidean,False
2104,False,True,DeepFace,cosine,False
2105,False,True,DeepFace,euclidean,False
2106,True,True,ArcFace,cosine,True
2107,True,True,ArcFace,euclidean,True
2108,True,True,Dlib,cosine,True
2109,True,True,Dlib,euclidean,True
2110,True,True,SFace,cosine,True
2111,True,True,SFace,euclidean,True
2112,True,True,VGG-Face,cosine,True
2113,True,True,VGG-Face,euclidean,True
2114,True,True,Facenet,cosine,True
2115,True,True,Facenet,euclidean,True
2116,True,True,Facenet512,cosine,True
2117,True,True,Facenet512,euclidean,True
2118,False,True,OpenFace,cosine,False
2119,False,True,OpenFace,euclidean,False
2120,False,True,DeepFace,cosine,False
2121,False,True,DeepFace,euclidean,False
2122,True,True,ArcFace,cosine,True
2123,True,True,ArcFace,euclidean,True
2124,False,True,Dlib,cosine,False
2125,True,True,Dlib,euclidean,True
2126,False,True,SFace,cosine,False
2127,True,True,SFace,euclidean,True
2128,True,True,VGG-Face,cosine,True
2129,True,True,VGG-Face,euclidean,True
2130,True,True,Facenet,cosine,True
2131,True,True,Facenet,euclidean,True
2132,True,True,Facenet512,cosine,True
2133,True,True,Facenet512,euclidean,True
2134,False,True,OpenFace,cosine,False
2135,False,True,OpenFace,euclidean,False
2136,False,True,DeepFace,cosine,False
2137,False,True,DeepFace,euclidean,False
2138,True,True,ArcFace,cosine,True
2139,True,True,ArcFace,euclidean,True
2140,False,True,Dlib,cosine,False
2141,True,True,Dlib,euclidean,True
2142,True,True,SFace,cosine,True
2143,True,True,SFace,euclidean,True
2144,False,False,VGG-Face,cosine,True
2145,False,False,VGG-Face,euclidean,True
2146,False,False,Facenet,cosine,True
2147,False,False,Facenet,euclidean,True
2148,False,False,Facenet512,cosine,True
2149,False,False,Facenet512,euclidean,True
2150,False,False,OpenFace,cosine,True
2151,False,False,OpenFace,euclidean,True
2152,False,False,DeepFace,cosine,True
2153,True,False,DeepFace,euclidean,False
2154,False,False,ArcFace,cosine,True
2155,False,False,ArcFace,euclidean,True
2156,False,False,Dlib,cosine,True
2157,False,False,Dlib,euclidean,True
2158,False,False,SFace,cosine,True
2159,False,False,SFace,euclidean,True
2160,False,False,VGG-Face,cosine,True
2161,False,False,VGG-Face,euclidean,True
2162,False,False,Facenet,cosine,True
2163,False,False,Facenet,euclidean,True
2164,False,False,Facenet512,cosine,True
2165,False,False,Facenet512,euclidean,True
2166,False,False,OpenFace,cosine,True
2167,False,False,OpenFace,euclidean,True
2168,False,False,DeepFace,cosine,True
2169,False,False,DeepFace,euclidean,True
2170,False,False,ArcFace,cosine,True
2171,False,False,ArcFace,euclidean,True
2172,False,False,Dlib,cosine,True
2173,False,False,Dlib,euclidean,True
2174,False,False,SFace,cosine,True
2175,False,False,SFace,euclidean,True
2176,False,False,VGG-Face,cosine,True
2177,True,False,VGG-Face,euclidean,False
2178,False,False,Facenet,cosine,True
2179,True,False,Facenet,euclidean,False
2180,False,False,Facenet512,cosine,True
2181,False,False,Facenet512,euclidean,True
2182,False,False,OpenFace,cosine,True
2183,False,False,OpenFace,euclidean,True
2184,False,False,DeepFace,cosine,True
2185,True,False,DeepFace,euclidean,False
2186,False,False,ArcFace,cosine,True
2187,False,False,ArcFace,euclidean,True
2188,False,False,Dlib,cosine,True
2189,False,False,Dlib,euclidean,True
2190,False,False,SFace,cosine,True
2191,True,False,SFace,euclidean,False
2192,False,False,VGG-Face,cosine,True
2193,False,False,VGG-Face,euclidean,True
2194,False,False,Facenet,cosine,True
2195,False,False,Facenet,euclidean,True
2196,False,False,Facenet512,cosine,True
2197,False,False,Facenet512,euclidean,True
2198,False,False,OpenFace,cosine,True
2199,False,False,OpenFace,euclidean,True
2200,False,False,DeepFace,cosine,True
2201,False,False,DeepFace,euclidean,True
2202,False,False,ArcFace,cosine,True
2203,False,False,ArcFace,euclidean,True
2204,False,False,Dlib,cosine,True
2205,False,False,Dlib,euclidean,True
2206,False,False,SFace,cosine,True
2207,False,False,SFace,euclidean,True
2208,True,True,VGG-Face,cosine,True
2209,True,True,VGG-Face,euclidean,True
2210,True,True,Facenet,cosine,True
2211,True,True,Facenet,euclidean,True
2212,True,True,Facenet512,cosine,True
2213,True,True,Facenet512,euclidean,True
2214,False,True,OpenFace,cosine,False
2215,False,True,OpenFace,euclidean,False
2216,True,True,DeepFace,cosine,True
2217,True,True,DeepFace,euclidean,True
2218,True,True,ArcFace,cosine,True
2219,True,True,ArcFace,euclidean,True
2220,True,True,Dlib,cosine,True
2221,True,True,Dlib,euclidean,True
2222,True,True,SFace,cosine,True
2223,True,True,SFace,euclidean,True
2224,True,True,VGG-Face,cosine,True
2225,True,True,VGG-Face,euclidean,True
2226,True,True,Facenet,cosine,True
2227,True,True,Facenet,euclidean,True
2228,True,True,Facenet512,cosine,True
2229,True,True,Facenet512,euclidean,True
2230,False,True,OpenFace,cosine,False
2231,False,True,OpenFace,euclidean,False
2232,True,True,DeepFace,cosine,True
2233,True,True,DeepFace,euclidean,True
2234,True,True,ArcFace,cosine,True
2235,True,True,ArcFace,euclidean,True
2236,True,True,Dlib,cosine,True
2237,True,True,Dlib,euclidean,True
2238,True,True,SFace,cosine,True
2239,True,True,SFace,euclidean,True
2240,False,False,VGG-Face,cosine,True
2241,True,False,VGG-Face,euclidean,False
2242,False,False,Facenet,cosine,True
2243,False,False,Facenet,euclidean,True
2244,False,False,Facenet512,cosine,True
2245,False,False,Facenet512,euclidean,True
2246,False,False,OpenFace,cosine,True
2247,False,False,OpenFace,euclidean,True
2248,True,False,DeepFace,cosine,False
2249,True,False,DeepFace,euclidean,False
2250,False,False,ArcFace,cosine,True
2251,False,False,ArcFace,euclidean,True
2252,False,False,Dlib,cosine,True
2253,False,False,Dlib,euclidean,True
2254,False,False,SFace,cosine,True
2255,False,False,SFace,euclidean,True
2256,False,False,VGG-Face,cosine,True
2257,True,False,VGG-Face,euclidean,False
2258,False,False,Facenet,cosine,True
2259,False,False,Facenet,euclidean,True
2260,False,False,Facenet512,cosine,True
2261,False,False,Facenet512,euclidean,True
2262,False,False,OpenFace,cosine,True
2263,False,False,OpenFace,euclidean,True
2264,False,False,DeepFace,cosine,True
2265,False,False,DeepFace,euclidean,True
2266,False,False,ArcFace,cosine,True
2267,False,False,ArcFace,euclidean,True
2268,False,False,Dlib,cosine,True
2269,True,False,Dlib,euclidean,False
2270,False,False,SFace,cosine,True
2271,False,False,SFace,euclidean,True
2272,True,True,VGG-Face,cosine,True
2273,True,True,VGG-Face,euclidean,True
2274,True,True,Facenet,cosine,True
2275,True,True,Facenet,euclidean,True
2276,True,True,Facenet512,cosine,True
2277,True,True,Facenet512,euclidean,True
2278,False,True,OpenFace,cosine,False
2279,False,True,OpenFace,euclidean,False
2280,False,True,DeepFace,cosine,False
2281,True,True,DeepFace,euclidean,True
2282,True,True,ArcFace,cosine,True
2283,True,True,ArcFace,euclidean,True
2284,True,True,Dlib,cosine,True
2285,True,True,Dlib,euclidean,True
2286,True,True,SFace,cosine,True
2287,True,True,SFace,euclidean,True
2288,False,False,VGG-Face,cosine,True
2289,False,False,VGG-Face,euclidean,True
2290,False,False,Facenet,cosine,True
2291,False,False,Facenet,euclidean,True
2292,False,False,Facenet512,cosine,True
2293,False,False,Facenet512,euclidean,True
2294,False,False,OpenFace,cosine,True
2295,False,False,OpenFace,euclidean,True
2296,False,False,DeepFace,cosine,True
2297,False,False,DeepFace,euclidean,True
2298,False,False,ArcFace,cosine,True
2299,False,False,ArcFace,euclidean,True
2300,False,False,Dlib,cosine,True
2301,False,False,Dlib,euclidean,True
2302,False,False,SFace,cosine,True
2303,False,False,SFace,euclidean,True
2304,True,True,VGG-Face,cosine,True
2305,True,True,VGG-Face,euclidean,True
2306,False,True,Facenet,cosine,False
2307,False,True,Facenet,euclidean,False
2308,False,True,Facenet512,cosine,False
2309,True,True,Facenet512,euclidean,True
2310,False,True,OpenFace,cosine,False
2311,False,True,OpenFace,euclidean,False
2312,False,True,DeepFace,cosine,False
2313,False,True,DeepFace,euclidean,False
2314,True,True,ArcFace,cosine,True
2315,False,True,ArcFace,euclidean,False
2316,True,True,Dlib,cosine,True
2317,True,True,Dlib,euclidean,True
2318,True,True,SFace,cosine,True
2319,False,True,SFace,euclidean,False
2320,True,True,VGG-Face,cosine,True
2321,True,True,VGG-Face,euclidean,True
2322,False,True,Facenet,cosine,False
2323,False,True,Facenet,euclidean,False
2324,False,True,Facenet512,cosine,False
2325,False,True,Facenet512,euclidean,False
2326,False,True,OpenFace,cosine,False
2327,False,True,OpenFace,euclidean,False
2328,False,True,DeepFace,cosine,False
2329,False,True,DeepFace,euclidean,False
2330,False,True,ArcFace,cosine,False
2331,False,True,ArcFace,euclidean,False
2332,False,True,Dlib,cosine,False
2333,False,True,Dlib,euclidean,False
2334,False,True,SFace,cosine,False
2335,False,True,SFace,euclidean,False
2336,True,False,VGG-Face,cosine,False
2337,False,False,VGG-Face,euclidean,True
2338,False,False,Facenet,cosine,True
2339,False,False,Facenet,euclidean,True
2340,False,False,Facenet512,cosine,True
2341,False,False,Facenet512,euclidean,True
2342,False,False,OpenFace,cosine,True
2343,False,False,OpenFace,euclidean,True
2344,False,False,DeepFace,cosine,True
2345,False,False,DeepFace,euclidean,True
2346,False,False,ArcFace,cosine,True
2347,False,False,ArcFace,euclidean,True
2348,False,False,Dlib,cosine,True
2349,False,False,Dlib,euclidean,True
2350,False,False,SFace,cosine,True
2351,False,False,SFace,euclidean,True
2352,True,False,VGG-Face,cosine,False
2353,True,False,VGG-Face,euclidean,False
2354,False,False,Facenet,cosine,True
2355,False,False,Facenet,euclidean,True
2356,False,False,Facenet512,cosine,True
2357,False,False,Facenet512,euclidean,True
2358,False,False,OpenFace,cosine,True
2359,False,False,OpenFace,euclidean,True
2360,False,False,DeepFace,cosine,True
2361,False,False,DeepFace,euclidean,True
2362,False,False,ArcFace,cosine,True
2363,False,False,ArcFace,euclidean,True
2364,False,False,Dlib,cosine,True
2365,False,False,Dlib,euclidean,True
2366,False,False,SFace,cosine,True
2367,False,False,SFace,euclidean,True
2368,True,True,VGG-Face,cosine,True
2369,True,True,VGG-Face,euclidean,True
2370,True,True,Facenet,cosine,True
2371,True,True,Facenet,euclidean,True
2372,True,True,Facenet512,cosine,True
2373,True,True,Facenet512,euclidean,True
2374,False,True,OpenFace,cosine,False
2375,False,True,OpenFace,euclidean,False
2376,True,True,DeepFace,cosine,True
2377,True,True,DeepFace,euclidean,True
2378,True,True,ArcFace,cosine,True
2379,True,True,ArcFace,euclidean,True
2380,True,True,Dlib,cosine,True
2381,True,True,Dlib,euclidean,True
2382,True,True,SFace,cosine,True
2383,True,True,SFace,euclidean,True
2384,True,True,VGG-Face,cosine,True
2385,True,True,VGG-Face,euclidean,True
2386,True,True,Facenet,cosine,True
2387,True,True,Facenet,euclidean,True
2388,True,True,Facenet512,cosine,True
2389,True,True,Facenet512,euclidean,True
2390,False,True,OpenFace,cosine,False
2391,False,True,OpenFace,euclidean,False
2392,True,True,DeepFace,cosine,True
2393,True,True,DeepFace,euclidean,True
2394,True,True,ArcFace,cosine,True
2395,True,True,ArcFace,euclidean,True
2396,True,True,Dlib,cosine,True
2397,True,True,Dlib,euclidean,True
2398,True,True,SFace,cosine,True
2399,True,True,SFace,euclidean,True
2400,False,False,VGG-Face,cosine,True
2401,True,False,VGG-Face,euclidean,False
2402,False,False,Facenet,cosine,True
2403,False,False,Facenet,euclidean,True
2404,False,False,Facenet512,cosine,True
2405,False,False,Facenet512,euclidean,True
2406,False,False,OpenFace,cosine,True
2407,False,False,OpenFace,euclidean,True
2408,False,False,DeepFace,cosine,True
2409,True,False,DeepFace,euclidean,False
2410,False,False,ArcFace,cosine,True
2411,False,False,ArcFace,euclidean,True
2412,False,False,Dlib,cosine,True
2413,False,False,Dlib,euclidean,True
2414,False,False,SFace,cosine,True
2415,False,False,SFace,euclidean,True
2416,False,False,VGG-Face,cosine,True
2417,True,False,VGG-Face,euclidean,False
2418,False,False,Facenet,cosine,True
2419,False,False,Facenet,euclidean,True
2420,False,False,Facenet512,cosine,True
2421,False,False,Facenet512,euclidean,True
2422,False,False,OpenFace,cosine,True
2423,False,False,OpenFace,euclidean,True
2424,False,False,DeepFace,cosine,True
2425,False,False,DeepFace,euclidean,True
2426,False,False,ArcFace,cosine,True
2427,False,False,ArcFace,euclidean,True
2428,False,False,Dlib,cosine,True
2429,False,False,Dlib,euclidean,True
2430,False,False,SFace,cosine,True
2431,False,False,SFace,euclidean,True
2432,True,True,VGG-Face,cosine,True
2433,True,True,VGG-Face,euclidean,True
2434,True,True,Facenet,cosine,True
2435,True,True,Facenet,euclidean,True
2436,False,True,Facenet512,cosine,False
2437,True,True,Facenet512,euclidean,True
2438,False,True,OpenFace,cosine,False
2439,False,True,OpenFace,euclidean,False
2440,True,True,DeepFace,cosine,True
2441,True,True,DeepFace,euclidean,True
2442,True,True,ArcFace,cosine,True
2443,True,True,ArcFace,euclidean,True
2444,True,True,Dlib,cosine,True
2445,True,True,Dlib,euclidean,True
2446,True,True,SFace,cosine,True
2447,True,True,SFace,euclidean,True
2448,False,False,VGG-Face,cosine,True
2449,True,False,VGG-Face,euclidean,False
2450,False,False,Facenet,cosine,True
2451,False,False,Facenet,euclidean,True
2452,False,False,Facenet512,cosine,True
2453,False,False,Facenet512,euclidean,True
2454,False,False,OpenFace,cosine,True
2455,False,False,OpenFace,euclidean,True
2456,False,False,DeepFace,cosine,True
2457,False,False,DeepFace,euclidean,True
2458,False,False,ArcFace,cosine,True
2459,False,False,ArcFace,euclidean,True
2460,False,False,Dlib,cosine,True
2461,False,False,Dlib,euclidean,True
2462,False,False,SFace,cosine,True
2463,False,False,SFace,euclidean,True
2464,True,True,VGG-Face,cosine,True
2465,True,True,VGG-Face,euclidean,True
2466,True,True,Facenet,cosine,True
2467,False,True,Facenet,euclidean,False
2468,True,True,Facenet512,cosine,True
2469,True,True,Facenet512,euclidean,True
2470,False,True,OpenFace,cosine,False
2471,False,True,OpenFace,euclidean,False
2472,False,True,DeepFace,cosine,False
2473,True,True,DeepFace,euclidean,True
2474,True,True,ArcFace,cosine,True
2475,True,True,ArcFace,euclidean,True
2476,True,True,Dlib,cosine,True
2477,True,True,Dlib,euclidean,True
2478,True,True,SFace,cosine,True
2479,True,True,SFace,euclidean,True
2480,True,True,VGG-Face,cosine,True
2481,True,True,VGG-Face,euclidean,True
2482,True,True,Facenet,cosine,True
2483,False,True,Facenet,euclidean,False
2484,False,True,Facenet512,cosine,False
2485,True,True,Facenet512,euclidean,True
2486,False,True,OpenFace,cosine,False
2487,False,True,OpenFace,euclidean,False
2488,False,True,DeepFace,cosine,False
2489,True,True,DeepFace,euclidean,True
2490,True,True,ArcFace,cosine,True
2491,True,True,ArcFace,euclidean,True
2492,True,True,Dlib,cosine,True
2493,True,True,Dlib,euclidean,True
2494,True,True,SFace,cosine,True
2495,True,True,SFace,euclidean,True
2496,True,True,VGG-Face,cosine,True
2497,True,True,VGG-Face,euclidean,True
2498,True,True,Facenet,cosine,True
2499,False,True,Facenet,euclidean,False
2500,False,True,Facenet512,cosine,False
2501,True,True,Facenet512,euclidean,True
2502,False,True,OpenFace,cosine,False
2503,True,True,OpenFace,euclidean,True
2504,True,True,DeepFace,cosine,True
2505,True,True,DeepFace,euclidean,True
2506,True,True,ArcFace,cosine,True
2507,True,True,ArcFace,euclidean,True
2508,True,True,Dlib,cosine,True
2509,True,True,Dlib,euclidean,True
2510,True,True,SFace,cosine,True
2511,False,True,SFace,euclidean,False
2512,True,True,VGG-Face,cosine,True
2513,True,True,VGG-Face,euclidean,True
2514,False,True,Facenet,cosine,False
2515,False,True,Facenet,euclidean,False
2516,False,True,Facenet512,cosine,False
2517,True,True,Facenet512,euclidean,True
2518,False,True,OpenFace,cosine,False
2519,False,True,OpenFace,euclidean,False
2520,False,True,DeepFace,cosine,False
2521,True,True,DeepFace,euclidean,True
2522,True,True,ArcFace,cosine,True
2523,False,True,ArcFace,euclidean,False
2524,True,True,Dlib,cosine,True
2525,True,True,Dlib,euclidean,True
2526,False,True,SFace,cosine,False
2527,False,True,SFace,euclidean,False
2528,True,True,VGG-Face,cosine,True
2529,True,True,VGG-Face,euclidean,True
2530,True,True,Facenet,cosine,True
2531,False,True,Facenet,euclidean,False
2532,False,True,Facenet512,cosine,False
2533,True,True,Facenet512,euclidean,True
2534,False,True,OpenFace,cosine,False
2535,False,True,OpenFace,euclidean,False
2536,False,True,DeepFace,cosine,False
2537,True,True,DeepFace,euclidean,True
2538,True,True,ArcFace,cosine,True
2539,False,True,ArcFace,euclidean,False
2540,True,True,Dlib,cosine,True
2541,True,True,Dlib,euclidean,True
2542,False,True,SFace,cosine,False
2543,False,True,SFace,euclidean,False
2544,True,True,VGG-Face,cosine,True
2545,True,True,VGG-Face,euclidean,True
2546,True,True,Facenet,cosine,True
2547,True,True,Facenet,euclidean,True
2548,True,True,Facenet512,cosine,True
2549,True,True,Facenet512,euclidean,True
2550,False,True,OpenFace,cosine,False
2551,False,True,OpenFace,euclidean,False
2552,True,True,DeepFace,cosine,True
2553,True,True,DeepFace,euclidean,True
2554,True,True,ArcFace,cosine,True
2555,True,True,ArcFace,euclidean,True
2556,True,True,Dlib,cosine,True
2557,True,True,Dlib,euclidean,True
2558,True,True,SFace,cosine,True
2559,False,True,SFace,euclidean,False
2560,True,True,VGG-Face,cosine,True
2561,True,True,VGG-Face,euclidean,True
2562,False,True,Facenet,cosine,False
2563,False,True,Facenet,euclidean,False
2564,False,True,Facenet512,cosine,False
2565,False,True,Facenet512,euclidean,False
2566,False,True,OpenFace,cosine,False
2567,False,True,OpenFace,euclidean,False
2568,False,True,DeepFace,cosine,False
2569,True,True,DeepFace,euclidean,True
2570,False,True,ArcFace,cosine,False
2571,False,True,ArcFace,euclidean,False
2572,False,True,Dlib,cosine,False
2573,False,True,Dlib,euclidean,False
2574,False,True,SFace,cosine,False
2575,False,True,SFace,euclidean,False
2576,True,False,VGG-Face,cosine,False
2577,True,False,VGG-Face,euclidean,False
2578,False,False,Facenet,cosine,True
2579,False,False,Facenet,euclidean,True
2580,False,False,Facenet512,cosine,True
2581,False,False,Facenet512,euclidean,True
2582,False,False,OpenFace,cosine,True
2583,False,False,OpenFace,euclidean,True
2584,False,False,DeepFace,cosine,True
2585,False,False,DeepFace,euclidean,True
2586,False,False,ArcFace,cosine,True
2587,False,False,ArcFace,euclidean,True
2588,False,False,Dlib,cosine,True
2589,False,False,Dlib,euclidean,True
2590,False,False,SFace,cosine,True
2591,False,False,SFace,euclidean,True
2592,False,False,VGG-Face,cosine,True
2593,True,False,VGG-Face,euclidean,False
2594,False,False,Facenet,cosine,True
2595,False,False,Facenet,euclidean,True
2596,False,False,Facenet512,cosine,True
2597,False,False,Facenet512,euclidean,True
2598,False,False,OpenFace,cosine,True
2599,False,False,OpenFace,euclidean,True
2600,False,False,DeepFace,cosine,True
2601,True,False,DeepFace,euclidean,False
2602,False,False,ArcFace,cosine,True
2603,False,False,ArcFace,euclidean,True
2604,False,False,Dlib,cosine,True
2605,False,False,Dlib,euclidean,True
2606,False,False,SFace,cosine,True
2607,False,False,SFace,euclidean,True
2608,True,False,VGG-Face,cosine,False
2609,True,False,VGG-Face,euclidean,False
2610,False,False,Facenet,cosine,True
2611,False,False,Facenet,euclidean,True
2612,False,False,Facenet512,cosine,True
2613,False,False,Facenet512,euclidean,True
2614,False,False,OpenFace,cosine,True
2615,False,False,OpenFace,euclidean,True
2616,False,False,DeepFace,cosine,True
2617,True,False,DeepFace,euclidean,False
2618,False,False,ArcFace,cosine,True
2619,False,False,ArcFace,euclidean,True
2620,False,False,Dlib,cosine,True
2621,False,False,Dlib,euclidean,True
2622,False,False,SFace,cosine,True
2623,False,False,SFace,euclidean,True
2624,True,False,VGG-Face,cosine,False
2625,True,False,VGG-Face,euclidean,False
2626,False,False,Facenet,cosine,True
2627,False,False,Facenet,euclidean,True
2628,False,False,Facenet512,cosine,True
2629,False,False,Facenet512,euclidean,True
2630,False,False,OpenFace,cosine,True
2631,False,False,OpenFace,euclidean,True
