,computed_result,actual_result,model,metric,time,model_correct
1980,True,True,Dlib,cosine,0.12,True
1981,True,True,Dlib,euclidean,0.17,True
1982,True,True,SFace,cosine,0.12,True
1983,True,True,SFace,euclidean,0.07,True
1984,False,False,VGG-Face,cosine,0.51,True
1985,True,False,VGG-Face,euclidean,0.7,False
1986,False,False,Facenet,cosine,0.29,True
1987,False,False,Facenet,euclidean,0.26,True
1988,False,False,Facenet512,cosine,0.29,True
1989,False,False,Facenet512,euclidean,0.21,True
1990,False,False,OpenFace,cosine,0.17,True
1991,False,False,OpenFace,euclidean,0.21,True
1992,False,False,DeepFace,cosine,0.32,True
1993,False,False,DeepFace,euclidean,0.29,True
1994,False,False,ArcFace,cosine,0.32,True
1995,False,False,ArcFace,euclidean,0.29,True
1996,False,False,Dlib,cosine,0.28,True
1997,False,False,Dlib,euclidean,0.24,True
1998,False,False,SFace,cosine,0.12,True
1999,False,False,SFace,euclidean,0.08,True
2000,False,False,VGG-Face,cosine,0.54,True
2001,True,False,VGG-Face,euclidean,0.59,False
2002,False,False,Facenet,cosine,0.19,True
2003,False,False,Facenet,euclidean,0.17,True
2004,False,False,Facenet512,cosine,0.2,True
2005,False,False,Facenet512,euclidean,0.22,True
2006,False,False,OpenFace,cosine,0.16,True
2007,False,False,OpenFace,euclidean,0.15,True
2008,False,False,DeepFace,cosine,0.25,True
2009,True,False,DeepFace,euclidean,0.22,False
2010,False,False,ArcFace,cosine,0.3,True
2011,False,False,ArcFace,euclidean,0.45,True
2012,False,False,Dlib,cosine,0.26,True
2013,False,False,Dlib,euclidean,0.3,True
2014,False,False,SFace,cosine,0.14,True
2015,False,False,SFace,euclidean,0.11,True
2016,False,False,VGG-Face,cosine,0.7,True
2017,False,False,VGG-Face,euclidean,0.69,True
2018,False,False,Facenet,cosine,0.19,True
2019,False,False,Facenet,euclidean,0.2,True
2020,False,False,Facenet512,cosine,0.25,True
2021,False,False,Facenet512,euclidean,0.27,True
2022,False,False,OpenFace,cosine,0.2,True
2023,False,False,OpenFace,euclidean,0.18,True
2024,False,False,DeepFace,cosine,0.37,True
2025,False,False,DeepFace,euclidean,0.24,True
2026,False,False,ArcFace,cosine,0.23,True
2027,False,False,ArcFace,euclidean,0.25,True
2028,False,False,Dlib,cosine,0.25,True
2029,False,False,Dlib,euclidean,0.24,True
2030,False,False,SFace,cosine,0.11,True
2031,False,False,SFace,euclidean,0.07,True
2032,False,False,VGG-Face,cosine,0.48,True
2033,True,False,VGG-Face,euclidean,0.53,False
2034,False,False,Facenet,cosine,0.18,True
2035,False,False,Facenet,euclidean,0.17,True
2036,False,False,Facenet512,cosine,0.18,True
2037,False,False,Facenet512,euclidean,0.2,True
2038,False,False,OpenFace,cosine,0.14,True
2039,False,False,OpenFace,euclidean,0.13,True
2040,False,False,DeepFace,cosine,0.22,True
2041,False,False,DeepFace,euclidean,0.21,True
2042,False,False,ArcFace,cosine,0.24,True
2043,False,False,ArcFace,euclidean,0.26,True
2044,False,False,Dlib,cosine,0.18,True
2045,False,False,Dlib,euclidean,0.21,True
2046,False,False,SFace,cosine,0.13,True
2047,False,False,SFace,euclidean,0.08,True
2048,True,True,VGG-Face,cosine,0.54,True
2049,True,True,VGG-Face,euclidean,0.56,True
2050,True,True,Facenet,cosine,0.2,True
2051,True,True,Facenet,euclidean,0.22,True
2052,True,True,Facenet512,cosine,0.18,True
2053,True,True,Facenet512,euclidean,0.19,True
2054,False,True,OpenFace,cosine,0.15,False
2055,False,True,OpenFace,euclidean,0.17,False
2056,False,True,DeepFace,cosine,0.29,False
2057,True,True,DeepFace,euclidean,0.21,True
2058,True,True,ArcFace,cosine,0.27,True
2059,False,True,ArcFace,euclidean,0.35,False
2060,True,True,Dlib,cosine,0.2,True
2061,True,True,Dlib,euclidean,0.29,True
2062,True,True,SFace,cosine,0.16,True
2063,True,True,SFace,euclidean,0.1,True
2064,False,False,VGG-Face,cosine,0.64,True
2065,False,False,VGG-Face,euclidean,0.51,True
2066,False,False,Facenet,cosine,0.3,True
2067,False,False,Facenet,euclidean,0.2,True
2068,False,False,Facenet512,cosine,0.2,True
2069,False,False,Facenet512,euclidean,0.24,True
2070,False,False,OpenFace,cosine,0.21,True
2071,False,False,OpenFace,euclidean,0.22,True
2072,False,False,DeepFace,cosine,0.34,True
2073,True,False,DeepFace,euclidean,0.24,False
2074,False,False,ArcFace,cosine,0.27,True
2075,False,False,ArcFace,euclidean,0.27,True
2076,False,False,Dlib,cosine,0.18,True
2077,False,False,Dlib,euclidean,0.2,True
2078,False,False,SFace,cosine,0.13,True
2079,False,False,SFace,euclidean,0.1,True
2080,True,True,VGG-Face,cosine,0.5,True
2081,True,True,VGG-Face,euclidean,0.5,True
2082,True,True,Facenet,cosine,0.32,True
2083,True,True,Facenet,euclidean,0.21,True
2084,True,True,Facenet512,cosine,0.25,True
2085,True,True,Facenet512,euclidean,0.21,True
2086,False,True,OpenFace,cosine,0.15,False
2087,False,True,OpenFace,euclidean,0.15,False
2088,False,True,DeepFace,cosine,0.29,False
2089,True,True,DeepFace,euclidean,0.38,True
2090,True,True,ArcFace,cosine,0.4,True
2091,True,True,ArcFace,euclidean,0.47,True
2092,True,True,Dlib,cosine,0.34,True
2093,True,True,Dlib,euclidean,0.41,True
2094,True,True,SFace,cosine,0.13,True
2095,True,True,SFace,euclidean,0.13,True
2096,True,True,VGG-Face,cosine,0.73,True
2097,True,True,VGG-Face,euclidean,0.61,True
2098,True,True,Facenet,cosine,0.26,True
2099,True,True,Facenet,euclidean,0.18,True
2100,True,True,Facenet512,cosine,0.23,True
2101,True,True,Facenet512,euclidean,0.21,True
2102,False,True,OpenFace,cosine,0.17,False
2103,False,True,OpenFace,euclidean,0.23,False
2104,False,True,DeepFace,cosine,0.21,False
2105,False,True,DeepFace,euclidean,0.21,False
2106,True,True,ArcFace,cosine,0.33,True
2107,True,True,ArcFace,euclidean,0.24,True
2108,True,True,Dlib,cosine,0.14,True
2109,True,True,Dlib,euclidean,0.2,True
2110,True,True,SFace,cosine,0.13,True
2111,True,True,SFace,euclidean,0.07,True
2112,True,True,VGG-Face,cosine,0.55,True
2113,True,True,VGG-Face,euclidean,0.63,True
2114,True,True,Facenet,cosine,0.22,True
2115,True,True,Facenet,euclidean,0.25,True
2116,True,True,Facenet512,cosine,0.29,True
2117,True,True,Facenet512,euclidean,0.21,True
2118,False,True,OpenFace,cosine,0.16,False
2119,False,True,OpenFace,euclidean,0.16,False
2120,False,True,DeepFace,cosine,0.32,False
2121,False,True,DeepFace,euclidean,0.31,False
2122,True,True,ArcFace,cosine,0.31,True
2123,True,True,ArcFace,euclidean,0.29,True
2124,False,True,Dlib,cosine,0.38,False
2125,True,True,Dlib,euclidean,0.18,True
2126,False,True,SFace,cosine,0.13,False
2127,True,True,SFace,euclidean,0.07,True
2128,True,True,VGG-Face,cosine,0.56,True
2129,True,True,VGG-Face,euclidean,0.53,True
2130,True,True,Facenet,cosine,0.18,True
2131,True,True,Facenet,euclidean,0.17,True
2132,True,True,Facenet512,cosine,0.28,True
2133,True,True,Facenet512,euclidean,0.28,True
2134,False,True,OpenFace,cosine,0.17,False
2135,False,True,OpenFace,euclidean,0.18,False
2136,False,True,DeepFace,cosine,0.31,False
2137,False,True,DeepFace,euclidean,0.3,False
2138,True,True,ArcFace,cosine,0.32,True
2139,True,True,ArcFace,euclidean,0.33,True
2140,False,True,Dlib,cosine,0.3,False
2141,True,True,Dlib,euclidean,0.16,True
2142,True,True,SFace,cosine,0.13,True
2143,True,True,SFace,euclidean,0.09,True
2144,False,False,VGG-Face,cosine,0.58,True
2145,False,False,VGG-Face,euclidean,0.5,True
2146,False,False,Facenet,cosine,0.18,True
2147,False,False,Facenet,euclidean,0.18,True
2148,False,False,Facenet512,cosine,0.19,True
2149,False,False,Facenet512,euclidean,0.27,True
2150,False,False,OpenFace,cosine,0.14,True
2151,False,False,OpenFace,euclidean,0.14,True
2152,False,False,DeepFace,cosine,0.22,True
2153,False,False,DeepFace,euclidean,0.21,True
2154,False,False,ArcFace,cosine,0.25,True
2155,False,False,ArcFace,euclidean,0.4,True
2156,False,False,Dlib,cosine,0.35,True
2157,False,False,Dlib,euclidean,0.29,True
2158,False,False,SFace,cosine,0.15,True
2159,False,False,SFace,euclidean,0.14,True
2160,False,False,VGG-Face,cosine,0.68,True
2161,False,False,VGG-Face,euclidean,0.65,True
2162,False,False,Facenet,cosine,0.2,True
2163,False,False,Facenet,euclidean,0.21,True
2164,False,False,Facenet512,cosine,0.25,True
2165,False,False,Facenet512,euclidean,0.17,True
2166,False,False,OpenFace,cosine,0.13,True
2167,False,False,OpenFace,euclidean,0.15,True
2168,False,False,DeepFace,cosine,0.21,True
2169,True,False,DeepFace,euclidean,0.22,False
2170,False,False,ArcFace,cosine,0.35,True
2171,False,False,ArcFace,euclidean,0.25,True
2172,False,False,Dlib,cosine,0.13,True
2173,False,False,Dlib,euclidean,0.46,True
2174,False,False,SFace,cosine,0.12,True
2175,False,False,SFace,euclidean,0.07,True
2176,False,False,VGG-Face,cosine,0.48,True
2177,False,False,VGG-Face,euclidean,0.53,True
2178,False,False,Facenet,cosine,0.28,True
2179,False,False,Facenet,euclidean,0.31,True
2180,False,False,Facenet512,cosine,0.25,True
2181,False,False,Facenet512,euclidean,0.19,True
2182,False,False,OpenFace,cosine,0.19,True
2183,False,False,OpenFace,euclidean,0.14,True
2184,False,False,DeepFace,cosine,0.22,True
2185,False,False,DeepFace,euclidean,0.22,True
2186,False,False,ArcFace,cosine,0.24,True
2187,False,False,ArcFace,euclidean,0.28,True
2188,False,False,Dlib,cosine,0.32,True
2189,False,False,Dlib,euclidean,0.46,True
2190,False,False,SFace,cosine,0.14,True
2191,False,False,SFace,euclidean,0.07,True
2192,False,False,VGG-Face,cosine,0.65,True
2193,False,False,VGG-Face,euclidean,0.62,True
2194,False,False,Facenet,cosine,0.26,True
2195,False,False,Facenet,euclidean,0.2,True
2196,False,False,Facenet512,cosine,0.21,True
2197,False,False,Facenet512,euclidean,0.24,True
2198,False,False,OpenFace,cosine,0.15,True
2199,False,False,OpenFace,euclidean,0.15,True
2200,False,False,DeepFace,cosine,0.37,True
2201,True,False,DeepFace,euclidean,0.24,False
2202,False,False,ArcFace,cosine,0.28,True
2203,False,False,ArcFace,euclidean,0.34,True
2204,False,False,Dlib,cosine,0.44,True
2205,False,False,Dlib,euclidean,0.35,True
2206,False,False,SFace,cosine,0.14,True
2207,False,False,SFace,euclidean,0.08,True
2208,True,True,VGG-Face,cosine,0.53,True
2209,True,True,VGG-Face,euclidean,0.67,True
2210,True,True,Facenet,cosine,0.23,True
2211,True,True,Facenet,euclidean,0.29,True
2212,True,True,Facenet512,cosine,0.31,True
2213,True,True,Facenet512,euclidean,0.26,True
2214,False,True,OpenFace,cosine,0.2,False
2215,False,True,OpenFace,euclidean,0.15,False
2216,True,True,DeepFace,cosine,0.21,True
2217,True,True,DeepFace,euclidean,0.22,True
2218,True,True,ArcFace,cosine,0.29,True
2219,True,True,ArcFace,euclidean,0.39,True
2220,True,True,Dlib,cosine,0.12,True
2221,True,True,Dlib,euclidean,0.15,True
2222,True,True,SFace,cosine,0.11,True
2223,True,True,SFace,euclidean,0.08,True
2224,True,True,VGG-Face,cosine,0.61,True
2225,True,True,VGG-Face,euclidean,0.69,True
2226,True,True,Facenet,cosine,0.18,True
2227,True,True,Facenet,euclidean,0.2,True
2228,True,True,Facenet512,cosine,0.3,True
2229,True,True,Facenet512,euclidean,0.29,True
2230,False,True,OpenFace,cosine,0.16,False
2231,False,True,OpenFace,euclidean,0.16,False
2232,True,True,DeepFace,cosine,0.24,True
2233,True,True,DeepFace,euclidean,0.28,True
2234,True,True,ArcFace,cosine,0.47,True
2235,True,True,ArcFace,euclidean,0.34,True
2236,True,True,Dlib,cosine,0.12,True
2237,True,True,Dlib,euclidean,0.16,True
2238,True,True,SFace,cosine,0.13,True
2239,True,True,SFace,euclidean,0.07,True
2240,False,False,VGG-Face,cosine,0.51,True
2241,True,False,VGG-Face,euclidean,0.63,False
2242,False,False,Facenet,cosine,0.21,True
2243,False,False,Facenet,euclidean,0.2,True
2244,False,False,Facenet512,cosine,0.19,True
2245,False,False,Facenet512,euclidean,0.19,True
2246,False,False,OpenFace,cosine,0.17,True
2247,False,False,OpenFace,euclidean,0.24,True
2248,False,False,DeepFace,cosine,0.37,True
2249,False,False,DeepFace,euclidean,0.29,True
2250,False,False,ArcFace,cosine,0.31,True
2251,False,False,ArcFace,euclidean,0.44,True
2252,False,False,Dlib,cosine,0.19,True
2253,False,False,Dlib,euclidean,0.37,True
2254,False,False,SFace,cosine,0.14,True
2255,False,False,SFace,euclidean,0.1,True
2256,False,False,VGG-Face,cosine,0.53,True
2257,True,False,VGG-Face,euclidean,0.72,False
2258,False,False,Facenet,cosine,0.29,True
2259,False,False,Facenet,euclidean,0.26,True
2260,False,False,Facenet512,cosine,0.25,True
2261,False,False,Facenet512,euclidean,0.19,True
2262,False,False,OpenFace,cosine,0.2,True
2263,False,False,OpenFace,euclidean,0.14,True
2264,False,False,DeepFace,cosine,0.26,True
2265,False,False,DeepFace,euclidean,0.32,True
2266,False,False,ArcFace,cosine,0.27,True
2267,False,False,ArcFace,euclidean,0.3,True
2268,False,False,Dlib,cosine,0.25,True
2269,False,False,Dlib,euclidean,0.19,True
2270,False,False,SFace,cosine,0.14,True
2271,False,False,SFace,euclidean,0.14,True
2272,True,True,VGG-Face,cosine,0.63,True
2273,True,True,VGG-Face,euclidean,0.47,True
2274,True,True,Facenet,cosine,0.18,True
2275,True,True,Facenet,euclidean,0.19,True
2276,True,True,Facenet512,cosine,0.21,True
2277,True,True,Facenet512,euclidean,0.18,True
2278,False,True,OpenFace,cosine,0.14,False
2279,False,True,OpenFace,euclidean,0.2,False
2280,False,True,DeepFace,cosine,0.27,False
2281,True,True,DeepFace,euclidean,0.32,True
2282,True,True,ArcFace,cosine,0.27,True
2283,True,True,ArcFace,euclidean,0.24,True
2284,True,True,Dlib,cosine,0.13,True
2285,True,True,Dlib,euclidean,0.29,True
2286,True,True,SFace,cosine,0.15,True
2287,True,True,SFace,euclidean,0.09,True
2288,False,False,VGG-Face,cosine,0.5,True
2289,False,False,VGG-Face,euclidean,0.55,True
2290,False,False,Facenet,cosine,0.17,True
2291,False,False,Facenet,euclidean,0.19,True
2292,False,False,Facenet512,cosine,0.18,True
2293,False,False,Facenet512,euclidean,0.18,True
2294,False,False,OpenFace,cosine,0.18,True
2295,False,False,OpenFace,euclidean,0.24,True
2296,False,False,DeepFace,cosine,0.33,True
2297,False,False,DeepFace,euclidean,0.21,True
2298,False,False,ArcFace,cosine,0.26,True
2299,False,False,ArcFace,euclidean,0.28,True
2300,False,False,Dlib,cosine,0.39,True
2301,False,False,Dlib,euclidean,0.17,True
2302,False,False,SFace,cosine,0.11,True
2303,False,False,SFace,euclidean,0.08,True
2304,True,True,VGG-Face,cosine,0.65,True
2305,True,True,VGG-Face,euclidean,0.54,True
2306,False,True,Facenet,cosine,0.19,False
2307,False,True,Facenet,euclidean,0.21,False
2308,False,True,Facenet512,cosine,0.23,False
2309,True,True,Facenet512,euclidean,0.25,True
2310,False,True,OpenFace,cosine,0.17,False
2311,False,True,OpenFace,euclidean,0.15,False
2312,False,True,DeepFace,cosine,0.2,False
2313,False,True,DeepFace,euclidean,0.22,False
2314,True,True,ArcFace,cosine,0.24,True
2315,False,True,ArcFace,euclidean,0.31,False
2316,True,True,Dlib,cosine,0.34,True
2317,True,True,Dlib,euclidean,0.51,True
2318,True,True,SFace,cosine,0.18,True
2319,False,True,SFace,euclidean,0.14,False
2320,True,True,VGG-Face,cosine,0.81,True
2321,True,True,VGG-Face,euclidean,0.68,True
2322,False,True,Facenet,cosine,0.18,False
2323,False,True,Facenet,euclidean,0.19,False
2324,False,True,Facenet512,cosine,0.21,False
2325,False,True,Facenet512,euclidean,0.2,False
2326,False,True,OpenFace,cosine,0.14,False
2327,False,True,OpenFace,euclidean,0.15,False
2328,False,True,DeepFace,cosine,0.34,False
2329,False,True,DeepFace,euclidean,0.28,False
2330,False,True,ArcFace,cosine,0.26,False
2331,False,True,ArcFace,euclidean,0.34,False
2332,False,True,Dlib,cosine,0.41,False
2333,False,True,Dlib,euclidean,0.23,False
2334,False,True,SFace,cosine,0.15,False
2335,False,True,SFace,euclidean,0.09,False
2336,False,False,VGG-Face,cosine,0.63,True
2337,False,False,VGG-Face,euclidean,0.58,True
2338,False,False,Facenet,cosine,0.24,True
2339,False,False,Facenet,euclidean,0.2,True
2340,False,False,Facenet512,cosine,0.21,True
2341,False,False,Facenet512,euclidean,0.22,True
2342,False,False,OpenFace,cosine,0.16,True
2343,False,False,OpenFace,euclidean,0.16,True
2344,False,False,DeepFace,cosine,0.27,True
2345,False,False,DeepFace,euclidean,0.27,True
2346,False,False,ArcFace,cosine,0.3,True
2347,False,False,ArcFace,euclidean,0.26,True
2348,False,False,Dlib,cosine,0.13,True
2349,False,False,Dlib,euclidean,0.26,True
2350,False,False,SFace,cosine,0.12,True
2351,False,False,SFace,euclidean,0.08,True
2352,True,False,VGG-Face,cosine,0.58,False
2353,True,False,VGG-Face,euclidean,0.61,False
2354,False,False,Facenet,cosine,0.19,True
2355,False,False,Facenet,euclidean,0.19,True
2356,False,False,Facenet512,cosine,0.21,True
2357,False,False,Facenet512,euclidean,0.22,True
2358,False,False,OpenFace,cosine,0.15,True
2359,False,False,OpenFace,euclidean,0.16,True
2360,False,False,DeepFace,cosine,0.23,True
2361,True,False,DeepFace,euclidean,0.23,False
2362,False,False,ArcFace,cosine,0.28,True
2363,False,False,ArcFace,euclidean,0.27,True
2364,False,False,Dlib,cosine,0.21,True
2365,False,False,Dlib,euclidean,0.41,True
2366,False,False,SFace,cosine,0.15,True
2367,False,False,SFace,euclidean,0.11,True
2368,True,True,VGG-Face,cosine,0.76,True
2369,True,True,VGG-Face,euclidean,0.64,True
2370,True,True,Facenet,cosine,0.23,True
2371,True,True,Facenet,euclidean,0.17,True
2372,True,True,Facenet512,cosine,0.2,True
2373,True,True,Facenet512,euclidean,0.18,True
2374,False,True,OpenFace,cosine,0.16,False
2375,False,True,OpenFace,euclidean,0.14,False
2376,True,True,DeepFace,cosine,0.27,True
2377,True,True,DeepFace,euclidean,0.25,True
2378,True,True,ArcFace,cosine,0.27,True
2379,True,True,ArcFace,euclidean,0.29,True
2380,True,True,Dlib,cosine,0.18,True
2381,True,True,Dlib,euclidean,0.22,True
2382,True,True,SFace,cosine,0.11,True
2383,True,True,SFace,euclidean,0.08,True
2384,True,True,VGG-Face,cosine,0.62,True
2385,True,True,VGG-Face,euclidean,0.56,True
2386,True,True,Facenet,cosine,0.2,True
2387,True,True,Facenet,euclidean,0.2,True
2388,True,True,Facenet512,cosine,0.19,True
2389,True,True,Facenet512,euclidean,0.2,True
2390,False,True,OpenFace,cosine,0.17,False
2391,False,True,OpenFace,euclidean,0.22,False
2392,True,True,DeepFace,cosine,0.35,True
2393,True,True,DeepFace,euclidean,0.26,True
2394,True,True,ArcFace,cosine,0.32,True
2395,True,True,ArcFace,euclidean,0.43,True
2396,True,True,Dlib,cosine,0.28,True
2397,True,True,Dlib,euclidean,0.5,True
2398,True,True,SFace,cosine,0.18,True
2399,True,True,SFace,euclidean,0.1,True
2400,False,False,VGG-Face,cosine,0.73,True
2401,False,False,VGG-Face,euclidean,0.58,True
2402,False,False,Facenet,cosine,0.21,True
2403,False,False,Facenet,euclidean,0.18,True
2404,False,False,Facenet512,cosine,0.18,True
2405,False,False,Facenet512,euclidean,0.19,True
2406,False,False,OpenFace,cosine,0.2,True
2407,False,False,OpenFace,euclidean,0.15,True
2408,False,False,DeepFace,cosine,0.27,True
2409,False,False,DeepFace,euclidean,0.25,True
2410,False,False,ArcFace,cosine,0.28,True
2411,False,False,ArcFace,euclidean,0.31,True
2412,False,False,Dlib,cosine,0.14,True
2413,False,False,Dlib,euclidean,0.2,True
2414,False,False,SFace,cosine,0.17,True
2415,False,False,SFace,euclidean,0.09,True
2416,True,False,VGG-Face,cosine,0.52,False
2417,True,False,VGG-Face,euclidean,0.54,False
2418,False,False,Facenet,cosine,0.21,True
2419,False,False,Facenet,euclidean,0.21,True
2420,False,False,Facenet512,cosine,0.23,True
2421,False,False,Facenet512,euclidean,0.2,True
2422,False,False,OpenFace,cosine,0.16,True
2423,False,False,OpenFace,euclidean,0.13,True
2424,False,False,DeepFace,cosine,0.23,True
2425,True,False,DeepFace,euclidean,0.22,False
2426,False,False,ArcFace,cosine,0.26,True
2427,False,False,ArcFace,euclidean,0.25,True
2428,False,False,Dlib,cosine,0.15,True
2429,True,False,Dlib,euclidean,0.18,False
2430,False,False,SFace,cosine,0.12,True
2431,False,False,SFace,euclidean,0.08,True
2432,True,True,VGG-Face,cosine,0.48,True
2433,True,True,VGG-Face,euclidean,0.47,True
2434,True,True,Facenet,cosine,0.17,True
2435,True,True,Facenet,euclidean,0.17,True
2436,False,True,Facenet512,cosine,0.17,False
2437,True,True,Facenet512,euclidean,0.18,True
2438,False,True,OpenFace,cosine,0.13,False
2439,False,True,OpenFace,euclidean,0.16,False
2440,True,True,DeepFace,cosine,0.2,True
2441,True,True,DeepFace,euclidean,0.22,True
2442,True,True,ArcFace,cosine,0.25,True
2443,True,True,ArcFace,euclidean,0.25,True
2444,True,True,Dlib,cosine,0.12,True
2445,True,True,Dlib,euclidean,0.19,True
2446,True,True,SFace,cosine,0.12,True
2447,True,True,SFace,euclidean,0.06,True
2448,False,False,VGG-Face,cosine,0.55,True
2449,False,False,VGG-Face,euclidean,0.5,True
2450,False,False,Facenet,cosine,0.19,True
2451,False,False,Facenet,euclidean,0.2,True
2452,False,False,Facenet512,cosine,0.2,True
2453,False,False,Facenet512,euclidean,0.19,True
2454,False,False,OpenFace,cosine,0.15,True
2455,False,False,OpenFace,euclidean,0.16,True
2456,False,False,DeepFace,cosine,0.24,True
2457,False,False,DeepFace,euclidean,0.22,True
2458,False,False,ArcFace,cosine,0.28,True
2459,False,False,ArcFace,euclidean,0.27,True
2460,False,False,Dlib,cosine,0.15,True
2461,False,False,Dlib,euclidean,0.27,True
2462,False,False,SFace,cosine,0.14,True
2463,False,False,SFace,euclidean,0.09,True
2464,True,True,VGG-Face,cosine,0.54,True
2465,True,True,VGG-Face,euclidean,0.54,True
2466,True,True,Facenet,cosine,0.18,True
2467,False,True,Facenet,euclidean,0.17,False
2468,True,True,Facenet512,cosine,0.2,True
2469,True,True,Facenet512,euclidean,0.19,True
2470,False,True,OpenFace,cosine,0.16,False
2471,False,True,OpenFace,euclidean,0.21,False
2472,False,True,DeepFace,cosine,0.3,False
2473,True,True,DeepFace,euclidean,0.31,True
2474,True,True,ArcFace,cosine,0.33,True
2475,True,True,ArcFace,euclidean,0.25,True
2476,True,True,Dlib,cosine,0.13,True
2477,True,True,Dlib,euclidean,0.24,True
2478,True,True,SFace,cosine,0.13,True
2479,True,True,SFace,euclidean,0.07,True
2480,True,True,VGG-Face,cosine,0.52,True
2481,True,True,VGG-Face,euclidean,0.47,True
2482,True,True,Facenet,cosine,0.21,True
2483,False,True,Facenet,euclidean,0.2,False
2484,False,True,Facenet512,cosine,0.19,False
2485,True,True,Facenet512,euclidean,0.19,True
2486,False,True,OpenFace,cosine,0.18,False
2487,False,True,OpenFace,euclidean,0.15,False
2488,False,True,DeepFace,cosine,0.24,False
2489,True,True,DeepFace,euclidean,0.21,True
2490,True,True,ArcFace,cosine,0.25,True
2491,True,True,ArcFace,euclidean,0.39,True
2492,True,True,Dlib,cosine,0.33,True
2493,True,True,Dlib,euclidean,0.32,True
2494,True,True,SFace,cosine,0.14,True
2495,True,True,SFace,euclidean,0.08,True
2496,True,True,VGG-Face,cosine,0.77,True
2497,True,True,VGG-Face,euclidean,0.87,True
2498,True,True,Facenet,cosine,0.29,True
2499,False,True,Facenet,euclidean,0.26,False
2500,False,True,Facenet512,cosine,0.24,False
2501,True,True,Facenet512,euclidean,0.31,True
2502,False,True,OpenFace,cosine,0.29,False
2503,True,True,OpenFace,euclidean,0.24,True
2504,True,True,DeepFace,cosine,0.3,True
2505,True,True,DeepFace,euclidean,0.3,True
2506,True,True,ArcFace,cosine,0.37,True
2507,True,True,ArcFace,euclidean,0.33,True
2508,True,True,Dlib,cosine,0.2,True
2509,True,True,Dlib,euclidean,0.19,True
2510,True,True,SFace,cosine,0.16,True
2511,False,True,SFace,euclidean,0.09,False
2512,True,True,VGG-Face,cosine,0.59,True
2513,True,True,VGG-Face,euclidean,0.54,True
2514,False,True,Facenet,cosine,0.19,False
2515,False,True,Facenet,euclidean,0.24,False
2516,False,True,Facenet512,cosine,0.31,False
2517,True,True,Facenet512,euclidean,0.29,True
2518,False,True,OpenFace,cosine,0.25,False
2519,False,True,OpenFace,euclidean,0.21,False
2520,False,True,DeepFace,cosine,0.36,False
2521,True,True,DeepFace,euclidean,0.26,True
2522,True,True,ArcFace,cosine,0.38,True
2523,False,True,ArcFace,euclidean,0.31,False
2524,True,True,Dlib,cosine,0.13,True
2525,True,True,Dlib,euclidean,0.16,True
2526,False,True,SFace,cosine,0.12,False
2527,False,True,SFace,euclidean,0.09,False
2528,True,True,VGG-Face,cosine,0.49,True
2529,True,True,VGG-Face,euclidean,0.5,True
2530,True,True,Facenet,cosine,0.22,True
2531,False,True,Facenet,euclidean,0.18,False
2532,False,True,Facenet512,cosine,0.2,False
2533,True,True,Facenet512,euclidean,0.2,True
2534,False,True,OpenFace,cosine,0.15,False
2535,False,True,OpenFace,euclidean,0.15,False
2536,False,True,DeepFace,cosine,0.23,False
2537,True,True,DeepFace,euclidean,0.25,True
2538,True,True,ArcFace,cosine,0.4,True
2539,False,True,ArcFace,euclidean,0.28,False
2540,True,True,Dlib,cosine,0.13,True
2541,True,True,Dlib,euclidean,0.22,True
2542,False,True,SFace,cosine,0.13,False
2543,False,True,SFace,euclidean,0.1,False
2544,True,True,VGG-Face,cosine,0.63,True
2545,True,True,VGG-Face,euclidean,0.52,True
2546,True,True,Facenet,cosine,0.2,True
2547,True,True,Facenet,euclidean,0.2,True
2548,True,True,Facenet512,cosine,0.2,True
2549,True,True,Facenet512,euclidean,0.18,True
2550,False,True,OpenFace,cosine,0.14,False
2551,False,True,OpenFace,euclidean,0.15,False
2552,True,True,DeepFace,cosine,0.23,True
2553,True,True,DeepFace,euclidean,0.21,True
2554,True,True,ArcFace,cosine,0.31,True
2555,True,True,ArcFace,euclidean,0.37,True
2556,True,True,Dlib,cosine,0.23,True
2557,True,True,Dlib,euclidean,0.32,True
2558,True,True,SFace,cosine,0.14,True
2559,False,True,SFace,euclidean,0.11,False
2560,True,True,VGG-Face,cosine,0.72,True
2561,True,True,VGG-Face,euclidean,0.64,True
2562,False,True,Facenet,cosine,0.22,False
2563,False,True,Facenet,euclidean,0.25,False
2564,False,True,Facenet512,cosine,0.27,False
2565,False,True,Facenet512,euclidean,0.26,False
2566,False,True,OpenFace,cosine,0.2,False
2567,False,True,OpenFace,euclidean,0.19,False
2568,False,True,DeepFace,cosine,0.33,False
2569,True,True,DeepFace,euclidean,0.31,True
2570,False,True,ArcFace,cosine,0.28,False
2571,False,True,ArcFace,euclidean,0.29,False
2572,False,True,Dlib,cosine,0.18,False
2573,False,True,Dlib,euclidean,0.21,False
2574,False,True,SFace,cosine,0.14,False
2575,False,True,SFace,euclidean,0.08,False
2576,False,False,VGG-Face,cosine,0.53,True
2577,False,False,VGG-Face,euclidean,0.52,True
2578,False,False,Facenet,cosine,0.19,True
2579,False,False,Facenet,euclidean,0.18,True
2580,False,False,Facenet512,cosine,0.19,True
2581,False,False,Facenet512,euclidean,0.18,True
2582,False,False,OpenFace,cosine,0.14,True
2583,False,False,OpenFace,euclidean,0.13,True
